INDICATOR_CODE,DIAGNOSIS_GROUP_NUMBER,DIAGNOSIS_GROUP_DESCRIPTION,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED,SHMI_VALUE,SHMI_BANDING,PO_LL,PO_UL,OD_LL,OD_UL
I00699,18,Cancer of breast,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,155,*,*,,,,,,
I00699,18,Cancer of breast,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,105,*,*,,,,,,
I00699,18,Cancer of breast,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,280,*,*,,,,,,
I00699,18,Cancer of breast,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,100,*,*,,,,,,
I00699,18,Cancer of breast,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,90,*,*,,,,,,
I00699,18,Cancer of breast,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,155,*,*,,,,,,
I00699,18,Cancer of breast,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,130,*,10,,,,,,
I00699,18,Cancer of breast,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",165,10,*,,,,,,
I00699,18,Cancer of breast,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,90,*,*,,,,,,
I00699,18,Cancer of breast,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,205,10,10,,,,,,
I00699,18,Cancer of breast,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,245,20,25,,,,,,
I00699,18,Cancer of breast,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,75,*,*,,,,,,
I00699,18,Cancer of breast,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,370,10,15,,,,,,
I00699,18,Cancer of breast,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1625,*,*,,,,,,
I00699,18,Cancer of breast,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,270,35,15,,,,,,
I00699,18,Cancer of breast,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,4955,30,30,,,,,,
I00699,18,Cancer of breast,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,45,15,*,,,,,,
I00699,18,Cancer of breast,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,220,15,15,,,,,,
I00699,18,Cancer of breast,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,585,25,30,,,,,,
I00699,18,Cancer of breast,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,575,20,15,,,,,,
I00699,18,Cancer of breast,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,190,*,*,,,,,,
I00699,18,Cancer of breast,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,380,30,20,,,,,,
I00699,18,Cancer of breast,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,130,10,*,,,,,,
I00699,18,Cancer of breast,RBK,WALSALL HEALTHCARE NHS TRUST,180,*,*,,,,,,
I00699,18,Cancer of breast,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,190,*,*,,,,,,
I00699,18,Cancer of breast,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,405,10,10,,,,,,
I00699,18,Cancer of breast,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,170,*,*,,,,,,
I00699,18,Cancer of breast,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,260,10,15,,,,,,
I00699,18,Cancer of breast,RA3,WESTON AREA HEALTH NHS TRUST,30,0,*,,,,,,
I00699,18,Cancer of breast,RKE,WHITTINGTON HEALTH NHS TRUST,90,10,10,,,,,,
I00699,18,Cancer of breast,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,160,*,*,,,,,,
I00699,18,Cancer of breast,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,315,10,10,,,,,,
I00699,18,Cancer of breast,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",75,*,*,,,,,,
I00699,18,Cancer of breast,RLQ,WYE VALLEY NHS TRUST,150,*,*,,,,,,
I00699,18,Cancer of breast,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,75,10,10,,,,,,
I00699,18,Cancer of breast,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,210,*,*,,,,,,
I00699,19,Cancer of uterus,RCF,AIREDALE NHS FOUNDATION TRUST,25,*,*,,,,,,
I00699,19,Cancer of uterus,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,15,*,*,,,,,,
I00699,19,Cancer of uterus,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",45,*,*,,,,,,
I00699,19,Cancer of uterus,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,20,0,*,,,,,,
I00699,19,Cancer of uterus,R1H,BARTS HEALTH NHS TRUST,135,*,10,,,,,,
I00699,19,Cancer of uterus,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,20,*,*,,,,,,
I00699,19,Cancer of uterus,RC1,BEDFORD HOSPITAL NHS TRUST,30,0,*,,,,,,
I00699,19,Cancer of uterus,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,50,*,*,,,,,,
I00699,19,Cancer of uterus,RMC,BOLTON NHS FOUNDATION TRUST,25,0,*,,,,,,
I00699,19,Cancer of uterus,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,30,*,*,,,,,,
I00699,19,Cancer of uterus,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,135,*,*,,,,,,
I00699,19,Cancer of uterus,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,30,*,*,,,,,,
I00699,19,Cancer of uterus,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,50,*,*,,,,,,
I00699,19,Cancer of uterus,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,155,*,*,,,,,,
I00699,19,Cancer of uterus,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,30,*,*,,,,,,
I00699,19,Cancer of uterus,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,30,*,*,,,,,,
I00699,19,Cancer of uterus,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,25,*,*,,,,,,
I00699,19,Cancer of uterus,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,40,*,*,,,,,,
I00699,19,Cancer of uterus,RJ6,CROYDON HEALTH SERVICES NHS TRUST,20,*,*,,,,,,
I00699,19,Cancer of uterus,RN7,DARTFORD AND GRAVESHAM NHS TRUST,25,*,*,,,,,,
I00699,19,Cancer of uterus,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,60,*,*,,,,,,
I00699,19,Cancer of uterus,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,25,0,*,,,,,,
I00699,19,Cancer of uterus,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,80,10,10,,,,,,
I00699,19,Cancer of uterus,RJN,EAST CHESHIRE NHS TRUST,10,*,*,,,,,,
I00699,19,Cancer of uterus,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,110,*,*,,,,,,
I00699,19,Cancer of uterus,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,60,*,*,,,,,,
I00699,19,Cancer of uterus,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,115,*,*,,,,,,
I00699,19,Cancer of uterus,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,30,*,*,,,,,,
I00699,19,Cancer of uterus,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,30,0,*,,,,,,
I00699,19,Cancer of uterus,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,45,*,*,,,,,,
I00699,19,Cancer of uterus,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,115,*,*,,,,,,
I00699,19,Cancer of uterus,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,20,*,*,,,,,,
I00699,19,Cancer of uterus,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,120,*,*,,,,,,
I00699,19,Cancer of uterus,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,45,*,*,,,,,,
I00699,19,Cancer of uterus,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,175,*,15,,,,,,
I00699,19,Cancer of uterus,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,35,*,*,,,,,,
I00699,19,Cancer of uterus,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,30,*,*,,,,,,
I00699,19,Cancer of uterus,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,10,*,*,,,,,,
I00699,19,Cancer of uterus,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,125,*,*,,,,,,
I00699,19,Cancer of uterus,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,180,10,*,,,,,,
I00699,19,Cancer of uterus,R1F,ISLE OF WIGHT NHS TRUST,20,0,*,,,,,,
I00699,19,Cancer of uterus,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,20,*,*,,,,,,
I00699,19,Cancer of uterus,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,15,0,*,,,,,,
I00699,19,Cancer of uterus,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,35,0,*,,,,,,
I00699,19,Cancer of uterus,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,35,*,*,,,,,,
I00699,19,Cancer of uterus,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,150,*,*,,,,,,
I00699,19,Cancer of uterus,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,200,10,*,,,,,,
I00699,19,Cancer of uterus,RJ2,LEWISHAM AND GREENWICH NHS TRUST,50,*,*,,,,,,
I00699,19,Cancer of uterus,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15,*,*,,,,,,
I00699,19,Cancer of uterus,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,35,*,*,,,,,,
I00699,19,Cancer of uterus,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,15,*,*,,,,,,
I00699,19,Cancer of uterus,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,120,*,*,,,,,,
I00699,19,Cancer of uterus,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,135,10,*,,,,,,
I00699,19,Cancer of uterus,RPA,MEDWAY NHS FOUNDATION TRUST,35,*,*,,,,,,
I00699,19,Cancer of uterus,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,25,*,*,,,,,,
I00699,19,Cancer of uterus,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,30,*,*,,,,,,
I00699,19,Cancer of uterus,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,55,*,*,,,,,,
I00699,19,Cancer of uterus,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,20,*,*,,,,,,
I00699,19,Cancer of uterus,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,120,*,*,,,,,,
I00699,19,Cancer of uterus,RVJ,NORTH BRISTOL NHS TRUST,15,*,*,,,,,,
I00699,19,Cancer of uterus,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,40,*,*,,,,,,
I00699,19,Cancer of uterus,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,25,*,*,,,,,,
I00699,19,Cancer of uterus,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,25,*,*,,,,,,
I00699,19,Cancer of uterus,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,65,*,*,,,,,,
I00699,19,Cancer of uterus,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,110,*,*,,,,,,
I00699,19,Cancer of uterus,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,20,*,*,,,,,,
I00699,19,Cancer of uterus,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,65,*,*,,,,,,
I00699,19,Cancer of uterus,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,25,*,*,,,,,,
I00699,19,Cancer of uterus,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,135,*,*,,,,,,
I00699,19,Cancer of uterus,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,130,*,*,,,,,,
I00699,19,Cancer of uterus,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,55,*,*,,,,,,
I00699,19,Cancer of uterus,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,90,*,*,,,,,,
I00699,19,Cancer of uterus,RHU,PORTSMOUTH HOSPITALS NHS TRUST,110,*,*,,,,,,
I00699,19,Cancer of uterus,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,30,*,*,,,,,,
I00699,19,Cancer of uterus,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,70,*,*,,,,,,
I00699,19,Cancer of uterus,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,115,*,*,,,,,,
I00699,19,Cancer of uterus,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,40,*,*,,,,,,
I00699,19,Cancer of uterus,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,150,*,*,,,,,,
I00699,19,Cancer of uterus,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,75,*,*,,,,,,
I00699,19,Cancer of uterus,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,15,0,*,,,,,,
I00699,19,Cancer of uterus,RNZ,SALISBURY NHS FOUNDATION TRUST,25,*,*,,,,,,
I00699,19,Cancer of uterus,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,170,*,*,,,,,,
I00699,19,Cancer of uterus,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,125,*,*,,,,,,
I00699,19,Cancer of uterus,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,50,*,*,,,,,,
I00699,19,Cancer of uterus,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,80,*,*,,,,,,
I00699,19,Cancer of uterus,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,110,*,*,,,,,,
I00699,19,Cancer of uterus,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,60,*,*,,,,,,
I00699,19,Cancer of uterus,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,15,*,*,,,,,,
I00699,19,Cancer of uterus,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,120,10,*,,,,,,
I00699,19,Cancer of uterus,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,10,*,*,,,,,,
I00699,19,Cancer of uterus,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,40,*,*,,,,,,
I00699,19,Cancer of uterus,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,40,*,*,,,,,,
I00699,19,Cancer of uterus,RWJ,STOCKPORT NHS FOUNDATION TRUST,15,0,*,,,,,,
I00699,19,Cancer of uterus,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,25,*,*,,,,,,
I00699,19,Cancer of uterus,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,10,0,*,,,,,,
I00699,19,Cancer of uterus,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,75,*,*,,,,,,
I00699,19,Cancer of uterus,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,35,*,*,,,,,,
I00699,19,Cancer of uterus,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,15,*,*,,,,,,
I00699,19,Cancer of uterus,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,60,*,*,,,,,,
I00699,19,Cancer of uterus,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,20,*,*,,,,,,
I00699,19,Cancer of uterus,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",25,*,*,,,,,,
I00699,19,Cancer of uterus,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,30,*,*,,,,,,
I00699,19,Cancer of uterus,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,25,*,*,,,,,,
I00699,19,Cancer of uterus,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,135,*,10,,,,,,
I00699,19,Cancer of uterus,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,*,*,*,,,,,,
I00699,19,Cancer of uterus,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,55,*,*,,,,,,
I00699,19,Cancer of uterus,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,545,*,*,,,,,,
I00699,19,Cancer of uterus,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,120,*,*,,,,,,
I00699,19,Cancer of uterus,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,335,*,*,,,,,,
I00699,19,Cancer of uterus,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,150,*,*,,,,,,
I00699,19,Cancer of uterus,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,100,*,*,,,,,,
I00699,19,Cancer of uterus,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,165,*,10,,,,,,
I00699,19,Cancer of uterus,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,165,*,*,,,,,,
I00699,19,Cancer of uterus,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,30,*,*,,,,,,
I00699,19,Cancer of uterus,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,130,*,*,,,,,,
I00699,19,Cancer of uterus,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,90,*,*,,,,,,
I00699,19,Cancer of uterus,RBK,WALSALL HEALTHCARE NHS TRUST,25,*,*,,,,,,
I00699,19,Cancer of uterus,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,*,*,*,,,,,,
I00699,19,Cancer of uterus,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,130,*,*,,,,,,
I00699,19,Cancer of uterus,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,35,*,*,,,,,,
I00699,19,Cancer of uterus,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,55,*,*,,,,,,
I00699,19,Cancer of uterus,RA3,WESTON AREA HEALTH NHS TRUST,*,0,*,,,,,,
I00699,19,Cancer of uterus,RKE,WHITTINGTON HEALTH NHS TRUST,*,0,*,,,,,,
I00699,19,Cancer of uterus,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,35,*,*,,,,,,
I00699,19,Cancer of uterus,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,50,*,*,,,,,,
I00699,19,Cancer of uterus,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",25,*,*,,,,,,
I00699,19,Cancer of uterus,RLQ,WYE VALLEY NHS TRUST,25,*,*,,,,,,
I00699,19,Cancer of uterus,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,10,0,*,,,,,,
I00699,19,Cancer of uterus,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,30,*,*,,,,,,
I00699,20,Cancer of female genital organs,RCF,AIREDALE NHS FOUNDATION TRUST,15,*,*,,,,,,
I00699,20,Cancer of female genital organs,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,*,*,*,,,,,,
I00699,20,Cancer of female genital organs,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",40,*,*,,,,,,
I00699,20,Cancer of female genital organs,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,10,*,*,,,,,,
I00699,20,Cancer of female genital organs,R1H,BARTS HEALTH NHS TRUST,130,*,10,,,,,,
I00699,20,Cancer of female genital organs,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10,*,*,,,,,,
I00699,20,Cancer of female genital organs,RC1,BEDFORD HOSPITAL NHS TRUST,*,*,*,,,,,,
I00699,20,Cancer of female genital organs,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,10,0,*,,,,,,
I00699,20,Cancer of female genital organs,RMC,BOLTON NHS FOUNDATION TRUST,15,0,*,,,,,,
I00699,20,Cancer of female genital organs,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,50,*,*,,,,,,
I00699,20,Cancer of female genital organs,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,75,*,*,,,,,,
I00699,20,Cancer of female genital organs,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,*,0,*,,,,,,
I00699,20,Cancer of female genital organs,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15,*,*,,,,,,
I00699,20,Cancer of female genital organs,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,150,*,*,,,,,,
I00699,20,Cancer of female genital organs,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,10,*,*,,,,,,
I00699,20,Cancer of female genital organs,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,15,*,*,,,,,,
I00699,20,Cancer of female genital organs,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,*,*,*,,,,,,
I00699,20,Cancer of female genital organs,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,25,*,*,,,,,,
I00699,20,Cancer of female genital organs,RJ6,CROYDON HEALTH SERVICES NHS TRUST,10,0,*,,,,,,
I00699,20,Cancer of female genital organs,RN7,DARTFORD AND GRAVESHAM NHS TRUST,10,0,*,,,,,,
I00699,20,Cancer of female genital organs,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,15,*,*,,,,,,
I00699,20,Cancer of female genital organs,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,10,0,*,,,,,,
I00699,20,Cancer of female genital organs,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,120,*,10,,,,,,
I00699,20,Cancer of female genital organs,RJN,EAST CHESHIRE NHS TRUST,*,*,*,,,,,,
I00699,20,Cancer of female genital organs,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,70,*,*,,,,,,
I00699,20,Cancer of female genital organs,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,10,*,*,,,,,,
I00699,20,Cancer of female genital organs,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,70,*,*,,,,,,
I00699,20,Cancer of female genital organs,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,10,*,*,,,,,,
I00699,20,Cancer of female genital organs,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,15,0,*,,,,,,
I00699,20,Cancer of female genital organs,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,15,*,*,,,,,,
I00699,20,Cancer of female genital organs,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,215,*,*,,,,,,
I00699,20,Cancer of female genital organs,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,10,0,*,,,,,,
I00699,20,Cancer of female genital organs,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,120,*,*,,,,,,
I00699,20,Cancer of female genital organs,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,10,*,*,,,,,,
I00699,20,Cancer of female genital organs,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,210,*,10,,,,,,
I00699,20,Cancer of female genital organs,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,20,*,*,,,,,,
I00699,20,Cancer of female genital organs,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,20,Cancer of female genital organs,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,10,*,*,,,,,,
I00699,20,Cancer of female genital organs,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,120,10,*,,,,,,
I00699,20,Cancer of female genital organs,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,260,*,10,,,,,,
I00699,20,Cancer of female genital organs,R1F,ISLE OF WIGHT NHS TRUST,*,*,*,,,,,,
I00699,20,Cancer of female genital organs,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15,*,*,,,,,,
I00699,20,Cancer of female genital organs,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,10,0,*,,,,,,
I00699,20,Cancer of female genital organs,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15,*,*,,,,,,
I00699,20,Cancer of female genital organs,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,20,0,*,,,,,,
I00699,20,Cancer of female genital organs,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,125,*,*,,,,,,
I00699,20,Cancer of female genital organs,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,160,*,*,,,,,,
I00699,20,Cancer of female genital organs,RJ2,LEWISHAM AND GREENWICH NHS TRUST,20,*,*,,,,,,
I00699,20,Cancer of female genital organs,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10,*,*,,,,,,
I00699,20,Cancer of female genital organs,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,10,*,*,,,,,,
I00699,20,Cancer of female genital organs,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,10,0,*,,,,,,
I00699,20,Cancer of female genital organs,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,65,0,*,,,,,,
I00699,20,Cancer of female genital organs,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,100,*,*,,,,,,
I00699,20,Cancer of female genital organs,RPA,MEDWAY NHS FOUNDATION TRUST,20,*,*,,,,,,
