INDICATOR_CODE,DIAGNOSIS GROUP,PROVIDER,PROVIDER_NAME,DENOMINATOR,OBSERVED,EXPECTED
I00699,27,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,330,28,12.3541
I00699,27,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,153,16,12.8176
I00699,27,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,340,33,26.6588
I00699,27,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,176,21,22.7548
I00699,27,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,389,35,37.9772
I00699,27,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,143,15,16.0906
I00699,27,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,70,12,6.0431
I00699,27,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,89,9,8.1202
I00699,27,RWJ,STOCKPORT NHS FOUNDATION TRUST,29,8,4.9773
I00699,27,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,139,23,18.4147
I00699,27,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,16,*,2.7786
I00699,27,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,62,8,10.2971
I00699,27,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,687,22,28.3151
I00699,27,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,178,19,20.5147
I00699,27,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,475,18,34.5098
I00699,27,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,141,11,14.1924
I00699,27,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,106,14,8.7964
I00699,27,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,161,20,13.3833
I00699,27,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,64,7,10.2616
I00699,27,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,124,*,19.6207
I00699,27,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,72,14,7.706
I00699,27,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,64,6,8.8815
I00699,27,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,142,22,10.2501
I00699,27,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,264,20,18.4733
I00699,27,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,132,16,14.2544
I00699,28,R1F,ISLE OF WIGHT NHS TRUST,13,*,2.1542
I00699,28,R1H,BARTS HEALTH NHS TRUST,1075,26,86.9205
I00699,28,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,101,*,4.8607
I00699,28,RA3,WESTON AREA HEALTH NHS TRUST,*,*,0.2929
I00699,28,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,9,*,1.3995
I00699,28,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,43,*,1.7155
I00699,28,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,21,*,1.5662
I00699,28,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,67,6,4.3571
I00699,28,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,44,*,4.9936
I00699,28,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,57,6,4.3588
I00699,28,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,40,*,5.2585
I00699,28,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,24,*,2.3846
I00699,28,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,16,*,2.6258
I00699,28,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,61,7,2.4712
I00699,28,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,10,*,1.527
I00699,28,RBK,WALSALL HEALTHCARE NHS TRUST,6,*,0.7789
I00699,28,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,36,*,4.3333
I00699,28,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,12,*,1.2495
I00699,28,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,8,*,1.4332
I00699,28,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,34,*,4.1732
I00699,28,RC1,BEDFORD HOSPITAL NHS TRUST,9,*,0.6538
I00699,28,RC3,EALING HOSPITAL NHS TRUST,7,*,0.7149
I00699,28,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,17,*,1.647
I00699,28,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,59,6,6.9636
I00699,28,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,26,*,4.1377
I00699,28,RCF,AIREDALE NHS FOUNDATION TRUST,41,*,2.8363
I00699,28,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",20,*,2.0345
I00699,28,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,51,6,3.7346
I00699,28,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,66,7,6.5248
I00699,28,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,21,*,1.8981
I00699,28,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,88,*,11.7984
I00699,28,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,21,*,2.8503
I00699,28,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,31,*,3.4946
I00699,28,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,37,*,2.557
I00699,28,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,67,7,6.3487
I00699,28,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,6,*,0.8328
I00699,28,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,34,*,1.9832
I00699,28,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,21,0,1.2734
I00699,28,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",41,*,5.5558
I00699,28,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,41,*,3.7169
I00699,28,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,38,6,3.8248
I00699,28,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,19,*,1.7032
I00699,28,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,15,*,1.2431
I00699,28,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,41,*,4.2025
I00699,28,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,42,6,3.4542
I00699,28,RGQ,IPSWICH HOSPITAL NHS TRUST,33,7,3.6764
I00699,28,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,24,8,3.0704
I00699,28,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,155,8,13.072
I00699,28,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,82,7,6.9659
I00699,28,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,122,12,10.2598
I00699,28,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,255,12,20.0561
I00699,28,RHU,PORTSMOUTH HOSPITALS NHS TRUST,62,13,7.0801
I00699,28,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,599,*,14.5434
I00699,28,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,50,*,3.897
I00699,28,RJ2,LEWISHAM AND GREENWICH NHS TRUST,28,*,3.5922
I00699,28,RJ6,CROYDON HEALTH SERVICES NHS TRUST,15,0,1.8159
I00699,28,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,174,11,14.984
I00699,28,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,18,*,2.5003
I00699,28,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,20,0,1.2235
I00699,28,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,58,6,4.3905
I00699,28,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,20,*,2.1778
I00699,28,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,54,*,3.2909
I00699,28,RJN,EAST CHESHIRE NHS TRUST,7,*,0.999
I00699,28,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,9,*,0.5502
I00699,28,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,150,11,6.7764
I00699,28,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,25,6,3.5698
I00699,28,RK9,PLYMOUTH HOSPITALS NHS TRUST,81,7,5.6262
I00699,28,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,59,*,4.0836
I00699,28,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,*,*,1.0503
I00699,28,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,43,6,3.393
I00699,28,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,56,*,2.8418
I00699,28,RLQ,WYE VALLEY NHS TRUST,33,*,1.6154
I00699,28,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,71,0,3.9169
I00699,28,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,70,7,3.4706
I00699,28,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,15,*,2.4973
I00699,28,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,15,*,1.5188
I00699,28,RMC,BOLTON NHS FOUNDATION TRUST,7,*,0.7871
I00699,28,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,7,*,0.8769
I00699,28,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,38,0,2.3541
I00699,28,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,48,8,5.0236
I00699,28,RN7,DARTFORD AND GRAVESHAM NHS TRUST,880,6,33.1417
I00699,28,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,39,*,3.4263
I00699,28,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,38,10,4.3942
I00699,28,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,31,7,3.6506
I00699,28,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,37,*,2.6236
I00699,28,RNZ,SALISBURY NHS FOUNDATION TRUST,20,*,1.592
I00699,28,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,29,*,3.454
I00699,28,RPA,MEDWAY NHS FOUNDATION TRUST,29,*,2.2559
I00699,28,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,88,6,5.1648
I00699,28,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,20,*,2.0759
I00699,28,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,7,*,1.2356
I00699,28,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,11,0,1.0742
I00699,28,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,14,*,1.5052
I00699,28,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,*,*,0.6282
I00699,28,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,85,12,6.5135
I00699,28,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,13,*,1.4074
I00699,28,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,143,9,8.5103
I00699,28,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",13,*,1.3216
I00699,28,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,140,7,6.6242
I00699,28,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,147,12,7.382
I00699,28,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,114,*,6.0163
I00699,28,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,142,10,12.6503
I00699,28,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,42,6,4.6254
I00699,28,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,86,15,8.1098
I00699,28,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,138,13,10.7102
I00699,28,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,19,*,2.737
I00699,28,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,16,*,2.3239
I00699,28,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,47,6,5.3325
I00699,28,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,27,*,4.7779
I00699,28,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,49,6,5.1369
I00699,28,RVJ,NORTH BRISTOL NHS TRUST,44,10,6.5964
I00699,28,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,37,*,4.7647
I00699,28,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,52,*,5.1756
I00699,28,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,52,7,6.7292
I00699,28,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,38,6,3.7215
I00699,28,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,*,0,0.0751
I00699,28,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,121,7,5.418
I00699,28,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,67,7,4.3825
I00699,28,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,122,18,12.182
I00699,28,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,75,9,6.8611
I00699,28,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,131,6,12.1436
I00699,28,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,45,*,4.8766
I00699,28,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,17,*,2.7471
I00699,28,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,202,8,9.1634
I00699,28,RWJ,STOCKPORT NHS FOUNDATION TRUST,14,*,1.4921
I00699,28,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,59,9,7.0935
I00699,28,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,9,*,1.2538
I00699,28,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,37,*,2.5193
I00699,28,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,163,18,10.8718
I00699,28,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,50,8,5.1305
I00699,28,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,271,13,12.8223
I00699,28,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,44,9,4.9161
I00699,28,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,31,8,3.8666
I00699,28,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,69,6,3.555
I00699,28,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,34,6,3.7719
I00699,28,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,31,*,2.5671
I00699,28,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,51,12,5.9937
I00699,28,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,16,*,1.4196
I00699,28,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,41,*,3.0714
I00699,28,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,164,*,8.7828
I00699,28,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,75,7,8.249
I00699,29,R1F,ISLE OF WIGHT NHS TRUST,11,*,1.978
I00699,29,R1H,BARTS HEALTH NHS TRUST,387,14,23.8654
I00699,29,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,51,*,3.6555
I00699,29,RA3,WESTON AREA HEALTH NHS TRUST,*,0,0.714
I00699,29,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,*,*,0.8661
I00699,29,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,77,*,2.6693
I00699,29,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,8,*,2.1156
I00699,29,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,15,*,2.9558
I00699,29,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,10,*,2.6662
I00699,29,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,12,*,1.089
I00699,29,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,10,*,1.8111
I00699,29,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,8,*,2.1315
I00699,29,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,*,0,0.197
I00699,29,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,11,*,0.8957
I00699,29,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,*,*,1.1109
I00699,29,RBK,WALSALL HEALTHCARE NHS TRUST,*,*,0.4594
I00699,29,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,10,8,4.0834
I00699,29,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,9,*,2.8856
I00699,29,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7,*,3.47
I00699,29,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,*,*,1.3891
I00699,29,RC1,BEDFORD HOSPITAL NHS TRUST,*,*,1.8302
I00699,29,RC3,EALING HOSPITAL NHS TRUST,*,0,0.4123
I00699,29,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,11,*,2.7307
I00699,29,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,20,7,6.545
I00699,29,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,6,*,1.6594
I00699,29,RCF,AIREDALE NHS FOUNDATION TRUST,10,*,2.1182
I00699,29,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6,*,1.7431
I00699,29,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,15,*,3.0754
I00699,29,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,18,*,3.6789
I00699,29,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,20,*,2.408
I00699,29,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,7,*,2.1328
I00699,29,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,13,*,2.9695
I00699,29,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,17,*,1.8212
I00699,29,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,14,*,2.7765
I00699,29,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,7,*,2.5302
I00699,29,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,20,7,6.0233
I00699,29,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,13,*,3.0257
I00699,29,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,10,*,0.9446
I00699,29,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",62,*,3.8034
I00699,29,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,9,*,1.8259
I00699,29,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,*,0,0.478
I00699,29,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,7,*,1.6315
I00699,29,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11,0,2.37
I00699,29,RGQ,IPSWICH HOSPITAL NHS TRUST,29,*,3.7628
I00699,29,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,*,*,1.2343
I00699,29,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,80,*,4.26
I00699,29,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,12,*,2.143
I00699,29,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,181,25,17.6326
I00699,29,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,247,8,13.6554
I00699,29,RHU,PORTSMOUTH HOSPITALS NHS TRUST,27,*,3.9006
I00699,29,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,27,*,2.7351
I00699,29,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,56,7,4.2286
I00699,29,RJ2,LEWISHAM AND GREENWICH NHS TRUST,6,0,0.3428
I00699,29,RJ6,CROYDON HEALTH SERVICES NHS TRUST,*,*,1.6091
I00699,29,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,22,*,2.6696
I00699,29,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,16,7,4.5598
I00699,29,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,*,*,1.621
I00699,29,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,33,*,5.0541
I00699,29,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,7,0,1.6555
I00699,29,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,*,*,0.7929
I00699,29,RJN,EAST CHESHIRE NHS TRUST,*,*,2.2145
I00699,29,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,12,*,2.5417
I00699,29,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,33,*,3.4702
I00699,29,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10,*,3.3629
I00699,29,RK9,PLYMOUTH HOSPITALS NHS TRUST,23,*,3.014
I00699,29,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,16,*,2.4743
I00699,29,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,*,0,0.1005
I00699,29,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,14,*,1.3314
I00699,29,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,13,*,3.544
I00699,29,RLQ,WYE VALLEY NHS TRUST,*,0,0.4929
I00699,29,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,*,*,0.8854
I00699,29,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,37,*,2.95
I00699,29,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,16,*,2.4337
I00699,29,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,6,*,1.798
I00699,29,RMC,BOLTON NHS FOUNDATION TRUST,6,*,0.8802
I00699,29,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,7,*,2.8352
I00699,29,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,18,10,5.5857
I00699,29,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,19,*,3.2516
I00699,29,RN7,DARTFORD AND GRAVESHAM NHS TRUST,28,*,3.2619
I00699,29,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,*,*,0.8041
I00699,29,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,7,*,2.3849
I00699,29,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,6,*,1.9025
I00699,29,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,15,*,4.3776
I00699,29,RNZ,SALISBURY NHS FOUNDATION TRUST,6,*,1.9821
I00699,29,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,7,*,1.4032
I00699,29,RPA,MEDWAY NHS FOUNDATION TRUST,12,*,2.372
I00699,29,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,197,*,7.0306
I00699,29,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,11,*,1.6646
I00699,29,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,14,0,0.265
I00699,29,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,*,*,0.1966
I00699,29,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,6,*,1.1749
I00699,29,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,*,0,0.209
I00699,29,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,27,*,4.9412
I00699,29,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,7,*,2.3347
I00699,29,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,149,*,5.7907
I00699,29,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",6,*,1.8491
I00699,29,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,61,*,3.5749
I00699,29,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,98,*,2.9292
I00699,29,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,103,8,6.4841
I00699,29,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,31,6,6.6651
I00699,29,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,10,*,3.2433
I00699,29,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,10,*,2.8102
I00699,29,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,164,14,12.9593
I00699,29,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,*,*,0.5992
I00699,29,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9,0,3.5491
I00699,29,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,8,*,1.7937
I00699,29,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,13,*,3.1279
I00699,29,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,13,*,1.4628
I00699,29,RVJ,NORTH BRISTOL NHS TRUST,23,*,4.0986
I00699,29,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,*,*,1.4617
I00699,29,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,14,*,1.1366
I00699,29,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,44,11,8.9963
