INDICATOR_CODE,DIAGNOSIS_GROUP_NUMBER,DIAGNOSIS_GROUP_DESCRIPTION,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED,SHMI_VALUE,SHMI_BANDING,PO_LL,PO_UL,OD_LL,OD_UL
I00699,40,"Diseases of white blood cells",RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",15,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",55,*,*,,,,,,
I00699,40,"Diseases of white blood cells",RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RNZ,"SALISBURY NHS FOUNDATION TRUST",20,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",35,*,*,,,,,,
I00699,40,"Diseases of white blood cells",RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",105,*,*,,,,,,
I00699,40,"Diseases of white blood cells",RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",10,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",85,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",25,0,*,,,,,,
I00699,40,"Diseases of white blood cells",R0B,"SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST",35,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",20,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",100,10,*,,,,,,
I00699,40,"Diseases of white blood cells",RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",*,*,*,,,,,,
I00699,40,"Diseases of white blood cells",RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",60,*,*,,,,,,
I00699,40,"Diseases of white blood cells",RBN,"ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST",20,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RWJ,"STOCKPORT NHS FOUNDATION TRUST",10,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",65,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",15,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",50,*,*,,,,,,
I00699,40,"Diseases of white blood cells",RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",45,*,*,,,,,,
I00699,40,"Diseases of white blood cells",RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",60,*,*,,,,,,
I00699,40,"Diseases of white blood cells",RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",170,*,*,,,,,,
I00699,40,"Diseases of white blood cells",RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",35,*,*,,,,,,
I00699,40,"Diseases of white blood cells",RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",65,*,*,,,,,,
I00699,40,"Diseases of white blood cells",RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",25,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",15,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",110,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",15,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",35,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",170,*,*,,,,,,
I00699,40,"Diseases of white blood cells",RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",85,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",230,10,*,,,,,,
I00699,40,"Diseases of white blood cells",RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",15,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",95,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RTG,"UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST",135,*,*,,,,,,
I00699,40,"Diseases of white blood cells",RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",70,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",25,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",95,*,*,,,,,,
I00699,40,"Diseases of white blood cells",RK9,"UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST",30,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RBK,"WALSALL HEALTHCARE NHS TRUST",15,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RWW,"WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST",15,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",65,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",30,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",45,*,*,,,,,,
I00699,40,"Diseases of white blood cells",RA3,"WESTON AREA HEALTH NHS TRUST",*,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RKE,"WHITTINGTON HEALTH NHS TRUST",20,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",25,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",25,*,*,,,,,,
I00699,40,"Diseases of white blood cells",RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",15,*,*,,,,,,
I00699,40,"Diseases of white blood cells",RLQ,"WYE VALLEY NHS TRUST",10,0,*,,,,,,
I00699,40,"Diseases of white blood cells",RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",20,*,*,,,,,,
I00699,40,"Diseases of white blood cells",RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",40,0,*,,,,,,
I00699,41,"Hematologic conditions",RCF,"AIREDALE NHS FOUNDATION TRUST",90,0,*,,,,,,
I00699,41,"Hematologic conditions",RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",100,*,*,,,,,,
I00699,41,"Hematologic conditions",RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",330,0,*,,,,,,
I00699,41,"Hematologic conditions",RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",55,0,*,,,,,,
I00699,41,"Hematologic conditions",R1H,"BARTS HEALTH NHS TRUST",1470,*,*,,,,,,
I00699,41,"Hematologic conditions",RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",185,*,*,,,,,,
I00699,41,"Hematologic conditions",RC1,"BEDFORD HOSPITAL NHS TRUST",55,*,*,,,,,,
I00699,41,"Hematologic conditions",RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",50,*,*,,,,,,
I00699,41,"Hematologic conditions",RMC,"BOLTON NHS FOUNDATION TRUST",65,0,*,,,,,,
I00699,41,"Hematologic conditions",RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",210,*,*,,,,,,
I00699,41,"Hematologic conditions",RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",200,*,*,,,,,,
I00699,41,"Hematologic conditions",RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",160,*,*,,,,,,
I00699,41,"Hematologic conditions",RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",135,*,*,,,,,,
I00699,41,"Hematologic conditions",RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",130,*,*,,,,,,
I00699,41,"Hematologic conditions",RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",240,*,*,,,,,,
I00699,41,"Hematologic conditions",RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",75,0,*,,,,,,
I00699,41,"Hematologic conditions",RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",85,0,*,,,,,,
I00699,41,"Hematologic conditions",RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",100,*,*,,,,,,
I00699,41,"Hematologic conditions",RJ6,"CROYDON HEALTH SERVICES NHS TRUST",260,*,*,,,,,,
I00699,41,"Hematologic conditions",RN7,"DARTFORD AND GRAVESHAM NHS TRUST",320,0,*,,,,,,
I00699,41,"Hematologic conditions",RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",95,*,*,,,,,,
I00699,41,"Hematologic conditions",RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",50,*,*,,,,,,
I00699,41,"Hematologic conditions",RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",170,*,*,,,,,,
I00699,41,"Hematologic conditions",RJN,"EAST CHESHIRE NHS TRUST",40,*,*,,,,,,
I00699,41,"Hematologic conditions",RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",190,*,*,,,,,,
I00699,41,"Hematologic conditions",RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",185,0,*,,,,,,
I00699,41,"Hematologic conditions",RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",220,*,*,,,,,,
I00699,41,"Hematologic conditions",RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",120,*,*,,,,,,
I00699,41,"Hematologic conditions",RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",155,*,*,,,,,,
I00699,41,"Hematologic conditions",RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",215,*,*,,,,,,
I00699,41,"Hematologic conditions",RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",20,*,*,,,,,,
I00699,41,"Hematologic conditions",RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",25,0,*,,,,,,
I00699,41,"Hematologic conditions",RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",140,*,*,,,,,,
I00699,41,"Hematologic conditions",RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",100,*,*,,,,,,
I00699,41,"Hematologic conditions",RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1160,0,*,,,,,,
I00699,41,"Hematologic conditions",RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",80,0,*,,,,,,
I00699,41,"Hematologic conditions",RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",35,0,*,,,,,,
I00699,41,"Hematologic conditions",RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2750,*,10,,,,,,
I00699,41,"Hematologic conditions",RWA,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",190,*,*,,,,,,
I00699,41,"Hematologic conditions",RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",805,*,*,,,,,,
I00699,41,"Hematologic conditions",R1F,"ISLE OF WIGHT NHS TRUST",45,0,*,,,,,,
I00699,41,"Hematologic conditions",RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",95,*,*,,,,,,
I00699,41,"Hematologic conditions",RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",90,*,*,,,,,,
I00699,41,"Hematologic conditions",RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",920,*,*,,,,,,
I00699,41,"Hematologic conditions",RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",130,0,*,,,,,,
I00699,41,"Hematologic conditions",RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",130,*,*,,,,,,
I00699,41,"Hematologic conditions",RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",350,*,*,,,,,,
I00699,41,"Hematologic conditions",RJ2,"LEWISHAM AND GREENWICH NHS TRUST",765,*,*,,,,,,
I00699,41,"Hematologic conditions",REM,"LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",150,10,*,,,,,,
I00699,41,"Hematologic conditions",R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",615,0,*,,,,,,
I00699,41,"Hematologic conditions",RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",235,*,*,,,,,,
I00699,41,"Hematologic conditions",RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",90,*,*,,,,,,
I00699,41,"Hematologic conditions",R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",540,*,*,,,,,,
I00699,41,"Hematologic conditions",RPA,"MEDWAY NHS FOUNDATION TRUST",165,*,*,,,,,,
I00699,41,"Hematologic conditions",RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",75,0,*,,,,,,
I00699,41,"Hematologic conditions",RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",90,*,*,,,,,,
I00699,41,"Hematologic conditions",RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",135,*,*,,,,,,
I00699,41,"Hematologic conditions",RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",170,*,*,,,,,,
I00699,41,"Hematologic conditions",RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",140,*,*,,,,,,
I00699,41,"Hematologic conditions",RVJ,"NORTH BRISTOL NHS TRUST",60,*,*,,,,,,
I00699,41,"Hematologic conditions",RNN,"NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST",215,*,*,,,,,,
I00699,41,"Hematologic conditions",RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",565,*,*,,,,,,
I00699,41,"Hematologic conditions",RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",205,*,*,,,,,,
I00699,41,"Hematologic conditions",RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",200,*,*,,,,,,
I00699,41,"Hematologic conditions",RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",175,*,*,,,,,,
I00699,41,"Hematologic conditions",RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",95,*,*,,,,,,
I00699,41,"Hematologic conditions",RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",80,0,*,,,,,,
I00699,41,"Hematologic conditions",RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",90,0,*,,,,,,
I00699,41,"Hematologic conditions",RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",360,*,*,,,,,,
I00699,41,"Hematologic conditions",RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",280,*,*,,,,,,
I00699,41,"Hematologic conditions",RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",235,*,*,,,,,,
I00699,41,"Hematologic conditions",RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",100,0,*,,,,,,
I00699,41,"Hematologic conditions",RHU,"PORTSMOUTH HOSPITALS NHS TRUST",170,*,*,,,,,,
I00699,41,"Hematologic conditions",RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",160,*,*,,,,,,
I00699,41,"Hematologic conditions",REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",125,*,*,,,,,,
I00699,41,"Hematologic conditions",RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",150,*,*,,,,,,
I00699,41,"Hematologic conditions",RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",235,*,*,,,,,,
I00699,41,"Hematologic conditions",RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",125,0,*,,,,,,
I00699,41,"Hematologic conditions",RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",135,*,*,,,,,,
I00699,41,"Hematologic conditions",RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",55,*,*,,,,,,
I00699,41,"Hematologic conditions",RNZ,"SALISBURY NHS FOUNDATION TRUST",35,*,*,,,,,,
I00699,41,"Hematologic conditions",RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",355,*,*,,,,,,
I00699,41,"Hematologic conditions",RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",195,*,*,,,,,,
I00699,41,"Hematologic conditions",RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",165,0,*,,,,,,
I00699,41,"Hematologic conditions",RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",155,0,*,,,,,,
I00699,41,"Hematologic conditions",RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",140,*,*,,,,,,
I00699,41,"Hematologic conditions",R0B,"SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST",125,0,*,,,,,,
I00699,41,"Hematologic conditions",RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",55,*,*,,,,,,
I00699,41,"Hematologic conditions",RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",80,*,*,,,,,,
I00699,41,"Hematologic conditions",RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",60,0,*,,,,,,
I00699,41,"Hematologic conditions",RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",435,*,*,,,,,,
I00699,41,"Hematologic conditions",RBN,"ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST",70,0,*,,,,,,
I00699,41,"Hematologic conditions",RWJ,"STOCKPORT NHS FOUNDATION TRUST",95,*,*,,,,,,
I00699,41,"Hematologic conditions",RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",115,*,*,,,,,,
I00699,41,"Hematologic conditions",RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",50,0,*,,,,,,
I00699,41,"Hematologic conditions",RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",90,*,*,,,,,,
I00699,41,"Hematologic conditions",RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",95,*,*,,,,,,
I00699,41,"Hematologic conditions",RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",90,0,*,,,,,,
I00699,41,"Hematologic conditions",RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",280,*,*,,,,,,
I00699,41,"Hematologic conditions",RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",130,0,*,,,,,,
I00699,41,"Hematologic conditions",RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",50,*,*,,,,,,
I00699,41,"Hematologic conditions",RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",35,*,*,,,,,,
I00699,41,"Hematologic conditions",RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",75,*,*,,,,,,
I00699,41,"Hematologic conditions",RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",305,*,*,,,,,,
I00699,41,"Hematologic conditions",RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",55,*,*,,,,,,
I00699,41,"Hematologic conditions",RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",120,*,*,,,,,,
I00699,41,"Hematologic conditions",RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",1935,0,*,,,,,,
I00699,41,"Hematologic conditions",RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",150,*,*,,,,,,
I00699,41,"Hematologic conditions",RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",1055,*,10,,,,,,
I00699,41,"Hematologic conditions",RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",195,*,*,,,,,,
I00699,41,"Hematologic conditions",RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",285,*,*,,,,,,
I00699,41,"Hematologic conditions",RTG,"UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST",195,*,*,,,,,,
I00699,41,"Hematologic conditions",RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",380,*,*,,,,,,
I00699,41,"Hematologic conditions",RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",70,*,*,,,,,,
I00699,41,"Hematologic conditions",RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",190,*,*,,,,,,
I00699,41,"Hematologic conditions",RK9,"UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST",155,*,*,,,,,,
I00699,41,"Hematologic conditions",RBK,"WALSALL HEALTHCARE NHS TRUST",80,*,*,,,,,,
I00699,41,"Hematologic conditions",RWW,"WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST",60,*,*,,,,,,
I00699,41,"Hematologic conditions",RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",120,*,*,,,,,,
I00699,41,"Hematologic conditions",RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",85,0,*,,,,,,
I00699,41,"Hematologic conditions",RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",150,*,*,,,,,,
I00699,41,"Hematologic conditions",RA3,"WESTON AREA HEALTH NHS TRUST",15,0,*,,,,,,
I00699,41,"Hematologic conditions",RKE,"WHITTINGTON HEALTH NHS TRUST",295,0,*,,,,,,
I00699,41,"Hematologic conditions",RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",120,*,*,,,,,,
I00699,41,"Hematologic conditions",RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",130,*,*,,,,,,
I00699,41,"Hematologic conditions",RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",50,*,*,,,,,,
I00699,41,"Hematologic conditions",RLQ,"WYE VALLEY NHS TRUST",50,0,*,,,,,,
I00699,41,"Hematologic conditions",RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",70,*,*,,,,,,
I00699,41,"Hematologic conditions",RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",120,0,*,,,,,,
I00699,42,"Organic mental disorders",RCF,"AIREDALE NHS FOUNDATION TRUST",145,15,15,,,,,,
I00699,42,"Organic mental disorders",RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",150,15,15,,,,,,
I00699,42,"Organic mental disorders",RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",145,10,15,,,,,,
I00699,42,"Organic mental disorders",RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",270,25,30,,,,,,
I00699,42,"Organic mental disorders",R1H,"BARTS HEALTH NHS TRUST",305,20,30,,,,,,
I00699,42,"Organic mental disorders",RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",255,30,30,,,,,,
I00699,42,"Organic mental disorders",RC1,"BEDFORD HOSPITAL NHS TRUST",105,10,10,,,,,,
I00699,42,"Organic mental disorders",RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",300,40,35,,,,,,
I00699,42,"Organic mental disorders",RMC,"BOLTON NHS FOUNDATION TRUST",335,40,35,,,,,,
I00699,42,"Organic mental disorders",RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",460,55,50,,,,,,
I00699,42,"Organic mental disorders",RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",360,45,40,,,,,,
I00699,42,"Organic mental disorders",RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",165,25,15,,,,,,
I00699,42,"Organic mental disorders",RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",370,30,40,,,,,,
I00699,42,"Organic mental disorders",RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",375,30,40,,,,,,
I00699,42,"Organic mental disorders",RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",220,15,20,,,,,,
I00699,42,"Organic mental disorders",RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",395,40,45,,,,,,
I00699,42,"Organic mental disorders",RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",180,20,20,,,,,,
I00699,42,"Organic mental disorders",RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",300,20,30,,,,,,
I00699,42,"Organic mental disorders",RJ6,"CROYDON HEALTH SERVICES NHS TRUST",160,15,15,,,,,,
I00699,42,"Organic mental disorders",RN7,"DARTFORD AND GRAVESHAM NHS TRUST",210,20,25,,,,,,
I00699,42,"Organic mental disorders",RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",445,65,50,,,,,,
I00699,42,"Organic mental disorders",RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",150,20,15,,,,,,
I00699,42,"Organic mental disorders",RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",300,35,30,,,,,,
I00699,42,"Organic mental disorders",RJN,"EAST CHESHIRE NHS TRUST",185,20,20,,,,,,
I00699,42,"Organic mental disorders",RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",465,45,50,,,,,,
I00699,42,"Organic mental disorders",RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",300,45,30,,,,,,
I00699,42,"Organic mental disorders",RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",725,85,80,,,,,,
I00699,42,"Organic mental disorders",RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",190,15,20,,,,,,
I00699,42,"Organic mental disorders",RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",265,25,30,,,,,,
I00699,42,"Organic mental disorders",RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",450,50,50,,,,,,
