INDICATOR_CODE,DIAGNOSIS_GROUP_NUMBER,DIAGNOSIS_GROUP_DESCRIPTION,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED
I00699,10,Cancer of colon,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,199,21,19.6046
I00699,10,Cancer of colon,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,238,16,24.6506
I00699,10,Cancer of colon,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,271,24,24.9537
I00699,10,Cancer of colon,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,81,*,5.0803
I00699,10,Cancer of colon,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,36,*,2.506
I00699,10,Cancer of colon,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,249,25,23.9041
I00699,10,Cancer of colon,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,268,14,23.68
I00699,10,Cancer of colon,R1F,ISLE OF WIGHT NHS TRUST,48,*,3.4628
I00699,10,Cancer of colon,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,127,17,17.1913
I00699,10,Cancer of colon,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,97,11,9.1053
I00699,10,Cancer of colon,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,214,18,16.3488
I00699,10,Cancer of colon,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,117,6,7.9086
I00699,10,Cancer of colon,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,153,19,16.6828
I00699,10,Cancer of colon,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,270,18,26.3733
I00699,10,Cancer of colon,RJ2,LEWISHAM AND GREENWICH NHS TRUST,157,20,15.2476
I00699,10,Cancer of colon,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,195,21,17.2431
I00699,10,Cancer of colon,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,105,11,9.163
I00699,10,Cancer of colon,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,176,13,15.3542
I00699,10,Cancer of colon,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,237,26,28.2915
I00699,10,Cancer of colon,RPA,MEDWAY NHS FOUNDATION TRUST,120,17,14.7104
I00699,10,Cancer of colon,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,108,13,10.5887
I00699,10,Cancer of colon,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,127,10,9.7239
I00699,10,Cancer of colon,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,271,27,42.6226
I00699,10,Cancer of colon,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,84,*,7.5233
I00699,10,Cancer of colon,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,256,31,28.3533
I00699,10,Cancer of colon,RVJ,NORTH BRISTOL NHS TRUST,139,10,13.964
I00699,10,Cancer of colon,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,182,22,22.1661
I00699,10,Cancer of colon,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,109,26,18.2823
I00699,10,Cancer of colon,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,267,17,17.7037
I00699,10,Cancer of colon,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,191,12,15.662
I00699,10,Cancer of colon,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,140,21,16.837
I00699,10,Cancer of colon,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,204,9,13.3928
I00699,10,Cancer of colon,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,188,19,18.0459
I00699,10,Cancer of colon,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,209,36,26.3462
I00699,10,Cancer of colon,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,198,26,20.8222
I00699,10,Cancer of colon,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,236,21,19.8316
I00699,10,Cancer of colon,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,252,21,25.9641
I00699,10,Cancer of colon,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,160,27,20.2377
I00699,10,Cancer of colon,RHU,PORTSMOUTH HOSPITALS NHS TRUST,226,16,25.6068
I00699,10,Cancer of colon,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,130,15,14.3221
I00699,10,Cancer of colon,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,186,21,22.9196
I00699,10,Cancer of colon,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,164,12,22.2012
I00699,10,Cancer of colon,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,200,23,22.5237
I00699,10,Cancer of colon,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,125,11,11.118
I00699,10,Cancer of colon,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,199,8,11.534
I00699,10,Cancer of colon,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,166,18,18.8909
I00699,10,Cancer of colon,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,83,*,9.8463
I00699,10,Cancer of colon,RNZ,SALISBURY NHS FOUNDATION TRUST,94,14,12.5217
I00699,10,Cancer of colon,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,117,11,8.8721
I00699,10,Cancer of colon,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,309,33,32.8939
I00699,10,Cancer of colon,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,118,13,11.3683
I00699,10,Cancer of colon,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,236,21,25.1694
I00699,10,Cancer of colon,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,227,25,22.0648
I00699,10,Cancer of colon,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,75,13,6.8203
I00699,10,Cancer of colon,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,114,12,10.5975
I00699,10,Cancer of colon,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,168,24,18.3354
I00699,10,Cancer of colon,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,65,6,6.4264
I00699,10,Cancer of colon,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,238,13,13.3041
I00699,10,Cancer of colon,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,126,12,11.8016
I00699,10,Cancer of colon,RWJ,STOCKPORT NHS FOUNDATION TRUST,129,11,14.966
I00699,10,Cancer of colon,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,145,12,10.062
I00699,10,Cancer of colon,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,83,10,9.1939
I00699,10,Cancer of colon,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,150,10,15.5115
I00699,10,Cancer of colon,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,123,16,15.5247
I00699,10,Cancer of colon,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,64,6,5.534
I00699,10,Cancer of colon,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,163,17,15.5774
I00699,10,Cancer of colon,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,112,18,12.2232
I00699,10,Cancer of colon,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",86,11,10.4673
I00699,10,Cancer of colon,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,76,*,7.8768
I00699,10,Cancer of colon,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,190,42,25.9278
I00699,10,Cancer of colon,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,159,19,16.7811
I00699,10,Cancer of colon,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,129,9,9.4441
I00699,10,Cancer of colon,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,338,29,29.5077
I00699,10,Cancer of colon,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,98,8,7.8162
I00699,10,Cancer of colon,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,212,33,25.2532
I00699,10,Cancer of colon,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2247,36,65.7973
I00699,10,Cancer of colon,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,120,13,10.1338
I00699,10,Cancer of colon,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,162,17,16.3232
I00699,10,Cancer of colon,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,351,56,47.5095
I00699,10,Cancer of colon,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,302,23,26.5675
I00699,10,Cancer of colon,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,164,16,20.694
I00699,10,Cancer of colon,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,237,22,28.1177
I00699,10,Cancer of colon,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,183,20,19.1594
I00699,10,Cancer of colon,RBK,WALSALL HEALTHCARE NHS TRUST,77,16,9.1868
I00699,10,Cancer of colon,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,93,15,9.8998
I00699,10,Cancer of colon,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,133,16,15.0736
I00699,10,Cancer of colon,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,101,11,12.598
I00699,10,Cancer of colon,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,217,19,27.9024
I00699,10,Cancer of colon,RA3,WESTON AREA HEALTH NHS TRUST,54,*,7.5736
I00699,10,Cancer of colon,RKE,WHITTINGTON HEALTH NHS TRUST,54,6,5.4725
I00699,10,Cancer of colon,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,172,13,16.1159
I00699,10,Cancer of colon,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,276,24,29.2875
I00699,10,Cancer of colon,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",113,15,12.7212
I00699,10,Cancer of colon,RLQ,WYE VALLEY NHS TRUST,77,*,6.2008
I00699,10,Cancer of colon,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,106,10,12.6522
I00699,10,Cancer of colon,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,245,29,31.6881
I00699,11,Cancer of rectum and anus,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,101,18,11.2667
I00699,11,Cancer of rectum and anus,RCF,AIREDALE NHS FOUNDATION TRUST,58,6,6.7626
I00699,11,Cancer of rectum and anus,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,61,*,3.5249
I00699,11,Cancer of rectum and anus,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",137,15,17.5528
I00699,11,Cancer of rectum and anus,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,71,7,6.8489
I00699,11,Cancer of rectum and anus,R1H,BARTS HEALTH NHS TRUST,160,12,16.2459
I00699,11,Cancer of rectum and anus,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,84,12,8.0407
I00699,11,Cancer of rectum and anus,RC1,BEDFORD HOSPITAL NHS TRUST,38,*,3.8474
I00699,11,Cancer of rectum and anus,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,77,8,6.4431
I00699,11,Cancer of rectum and anus,RMC,BOLTON NHS FOUNDATION TRUST,55,*,4.6856
I00699,11,Cancer of rectum and anus,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,84,*,7.4757
I00699,11,Cancer of rectum and anus,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,92,6,6.3677
I00699,11,Cancer of rectum and anus,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,82,10,7.6873
I00699,11,Cancer of rectum and anus,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,89,*,5.6092
I00699,11,Cancer of rectum and anus,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,146,7,12.9452
I00699,11,Cancer of rectum and anus,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,86,7,6.4572
I00699,11,Cancer of rectum and anus,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,76,6,6.0253
I00699,11,Cancer of rectum and anus,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,68,*,10.8489
I00699,11,Cancer of rectum and anus,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,62,*,5.3416
I00699,11,Cancer of rectum and anus,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,149,11,14.6568
I00699,11,Cancer of rectum and anus,RJ6,CROYDON HEALTH SERVICES NHS TRUST,51,*,2.615
I00699,11,Cancer of rectum and anus,RN7,DARTFORD AND GRAVESHAM NHS TRUST,93,12,9.4433
I00699,11,Cancer of rectum and anus,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,105,14,8.9039
I00699,11,Cancer of rectum and anus,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,37,*,3.7737
I00699,11,Cancer of rectum and anus,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,206,12,20.4709
I00699,11,Cancer of rectum and anus,RJN,EAST CHESHIRE NHS TRUST,31,*,1.3254
I00699,11,Cancer of rectum and anus,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,179,13,14.6627
I00699,11,Cancer of rectum and anus,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,90,*,5.7847
I00699,11,Cancer of rectum and anus,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,178,13,16.2114
I00699,11,Cancer of rectum and anus,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,106,8,9.513
I00699,11,Cancer of rectum and anus,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,77,*,3.6107
I00699,11,Cancer of rectum and anus,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,144,10,12.2503
I00699,11,Cancer of rectum and anus,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,68,6,5.9995
I00699,11,Cancer of rectum and anus,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,37,6,3.2996
I00699,11,Cancer of rectum and anus,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,153,10,8.4675
I00699,11,Cancer of rectum and anus,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,96,10,8.1908
I00699,11,Cancer of rectum and anus,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,226,*,20.6302
I00699,11,Cancer of rectum and anus,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,113,12,9.0916
I00699,11,Cancer of rectum and anus,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,49,*,4.0135
I00699,11,Cancer of rectum and anus,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,25,*,1.2285
I00699,11,Cancer of rectum and anus,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,206,14,10.7716
I00699,11,Cancer of rectum and anus,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,158,12,14.545
I00699,11,Cancer of rectum and anus,R1F,ISLE OF WIGHT NHS TRUST,32,0,0.9069
I00699,11,Cancer of rectum and anus,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,73,10,6.5781
I00699,11,Cancer of rectum and anus,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,59,*,3.5753
I00699,11,Cancer of rectum and anus,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,177,*,9.5463
I00699,11,Cancer of rectum and anus,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,35,0,2.5821
I00699,11,Cancer of rectum and anus,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,126,0,3.9377
I00699,11,Cancer of rectum and anus,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,233,19,14.554
I00699,11,Cancer of rectum and anus,RJ2,LEWISHAM AND GREENWICH NHS TRUST,80,14,10.0419
I00699,11,Cancer of rectum and anus,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,199,15,11.1756
I00699,11,Cancer of rectum and anus,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,86,10,6.1987
I00699,11,Cancer of rectum and anus,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,110,11,7.5441
I00699,11,Cancer of rectum and anus,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,170,10,11.5669
I00699,11,Cancer of rectum and anus,RPA,MEDWAY NHS FOUNDATION TRUST,88,12,8.7754
I00699,11,Cancer of rectum and anus,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,67,*,5.4584
I00699,11,Cancer of rectum and anus,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,58,*,3.8648
I00699,11,Cancer of rectum and anus,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,128,7,13.038
I00699,11,Cancer of rectum and anus,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,60,*,4.4752
I00699,11,Cancer of rectum and anus,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,152,10,11.1858
I00699,11,Cancer of rectum and anus,RVJ,NORTH BRISTOL NHS TRUST,113,10,8.6872
I00699,11,Cancer of rectum and anus,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,60,8,7.6617
I00699,11,Cancer of rectum and anus,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,65,12,12.8154
I00699,11,Cancer of rectum and anus,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,113,8,7.8779
I00699,11,Cancer of rectum and anus,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,119,*,6.1653
I00699,11,Cancer of rectum and anus,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,93,8,6.7079
I00699,11,Cancer of rectum and anus,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,89,*,5.9007
I00699,11,Cancer of rectum and anus,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,125,8,9.897
I00699,11,Cancer of rectum and anus,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,196,34,31.1132
I00699,11,Cancer of rectum and anus,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,189,16,13.9371
I00699,11,Cancer of rectum and anus,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,174,39,19.5239
I00699,11,Cancer of rectum and anus,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,132,9,10.4828
I00699,11,Cancer of rectum and anus,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,91,14,13.1978
I00699,11,Cancer of rectum and anus,RHU,PORTSMOUTH HOSPITALS NHS TRUST,139,19,15.8564
I00699,11,Cancer of rectum and anus,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,78,10,6.8313
I00699,11,Cancer of rectum and anus,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,157,8,12.1514
I00699,11,Cancer of rectum and anus,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,155,12,15.2026
I00699,11,Cancer of rectum and anus,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,130,17,14.3657
I00699,11,Cancer of rectum and anus,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,72,*,5.4328
I00699,11,Cancer of rectum and anus,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,166,10,11.0708
I00699,11,Cancer of rectum and anus,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,93,7,8.1001
I00699,11,Cancer of rectum and anus,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,49,*,2.6425
I00699,11,Cancer of rectum and anus,RNZ,SALISBURY NHS FOUNDATION TRUST,39,*,3.7933
I00699,11,Cancer of rectum and anus,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,87,15,8.0174
I00699,11,Cancer of rectum and anus,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,386,33,37.1806
I00699,11,Cancer of rectum and anus,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,67,8,5.6033
I00699,11,Cancer of rectum and anus,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,161,7,14.4819
I00699,11,Cancer of rectum and anus,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,118,8,7.626
I00699,11,Cancer of rectum and anus,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,39,11,4.5064
I00699,11,Cancer of rectum and anus,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,58,*,4.9138
I00699,11,Cancer of rectum and anus,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,121,13,8.5713
I00699,11,Cancer of rectum and anus,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,55,8,5.2019
I00699,11,Cancer of rectum and anus,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,128,8,8.6258
I00699,11,Cancer of rectum and anus,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,98,9,8.2779
I00699,11,Cancer of rectum and anus,RWJ,STOCKPORT NHS FOUNDATION TRUST,72,7,4.9323
I00699,11,Cancer of rectum and anus,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,67,*,4.3483
I00699,11,Cancer of rectum and anus,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,59,6,4.0668
I00699,11,Cancer of rectum and anus,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,67,*,5.3067
I00699,11,Cancer of rectum and anus,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,83,9,9.0126
I00699,11,Cancer of rectum and anus,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,41,6,3.0747
I00699,11,Cancer of rectum and anus,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,178,*,11.1991
I00699,11,Cancer of rectum and anus,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,51,8,5.4281
I00699,11,Cancer of rectum and anus,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",71,*,3.8834
I00699,11,Cancer of rectum and anus,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,68,*,3.4966
I00699,11,Cancer of rectum and anus,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,93,12,10.8794
I00699,11,Cancer of rectum and anus,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,144,17,15.3673
I00699,11,Cancer of rectum and anus,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,85,*,4.3294
I00699,11,Cancer of rectum and anus,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,218,17,19.2732
I00699,11,Cancer of rectum and anus,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,67,9,5.968
I00699,11,Cancer of rectum and anus,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,202,44,25.3343
I00699,11,Cancer of rectum and anus,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,1750,21,47.1952
I00699,11,Cancer of rectum and anus,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,106,17,7.8285
I00699,11,Cancer of rectum and anus,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,103,*,7.9284
I00699,11,Cancer of rectum and anus,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,198,27,25.082
I00699,11,Cancer of rectum and anus,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,189,10,15.8517
I00699,11,Cancer of rectum and anus,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,87,7,5.8309
I00699,11,Cancer of rectum and anus,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,182,17,12.7516
I00699,11,Cancer of rectum and anus,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,137,8,9.3511
I00699,11,Cancer of rectum and anus,RBK,WALSALL HEALTHCARE NHS TRUST,59,13,7.3048
I00699,11,Cancer of rectum and anus,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,68,9,3.4024
I00699,11,Cancer of rectum and anus,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,80,8,7.7985
I00699,11,Cancer of rectum and anus,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,75,6,5.4573
I00699,11,Cancer of rectum and anus,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,128,12,10.9867
I00699,11,Cancer of rectum and anus,RA3,WESTON AREA HEALTH NHS TRUST,33,*,2.3314
I00699,11,Cancer of rectum and anus,RKE,WHITTINGTON HEALTH NHS TRUST,35,6,3.2075
I00699,11,Cancer of rectum and anus,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,97,6,8.2551
I00699,11,Cancer of rectum and anus,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,150,8,10.8436
I00699,11,Cancer of rectum and anus,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",75,6,5.8166
I00699,11,Cancer of rectum and anus,RLQ,WYE VALLEY NHS TRUST,57,*,3.3471
I00699,11,Cancer of rectum and anus,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,45,*,2.9344
I00699,11,Cancer of rectum and anus,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,113,6,10.7363
