NYW03,,Aspen - Highgate Hospital, * , 11 , - , - , - , 11 , - , * , * , 10 , 45 , 26 , 261 , 53 , - , - , * , 14 , * , - , * ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYW01,,Aspen - Holly House Hospital, * , 83 , - , * , - , 45 , - , 21 , * , 116 , 194 , 29 , 894 , 441 , - , - , 7 , 60 , 38 , - , 19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYW02,,Aspen - Parkside Hospital, - , * , - , - , - , * , - , 6 , - , 34 , 31 , * , 133 , 12 , - , - , * , - , 16 , - , * ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYW20,,Aspen - The Chelmsford, - , - , - , - , - , - , 28 , - , - , - , - , - , 38 , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYW17,,Aspen Healthcare - Midland Eye, - , - , - , - , - , - , 597 , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVN,,Avon And Wiltshire Mental Health Partnership NHS Trust, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 2,337 ", - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RF4,,"Barking, Havering And Redbridge University Hospitals NHS Trust"," 3,512 "," 10,143 "," 2,005 "," 1,834 ", 541 ," 2,546 "," 3,879 "," 1,155 "," 7,362 "," 9,778 "," 17,135 "," 3,928 "," 7,611 "," 11,552 "," 11,012 "," 4,875 ", 539 ," 15,294 "," 6,882 ", - ," 8,319 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTP13,,Barlborough NHS Treatment Centre, - , * , - , - , - , 72 , - , - , - , - , - , * ," 2,331 ", - , - , - , - , - , 58 , - , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVL,,Barnet And Chase Farm Hospitals NHS Trust," 2,178 "," 11,472 "," 1,841 "," 1,642 ", 512 ," 1,402 "," 2,362 ", 534 ," 4,456 "," 6,118 "," 15,607 "," 2,757 "," 6,601 "," 6,626 "," 9,214 "," 2,356 ", * ," 10,708 "," 5,049 ", * ," 11,699 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRP,,"Barnet, Enfield And Haringey Mental Health NHS Trust", * , 6 , * , * ," 2,423 ", 38 , - , - , 12 , 10 , * , 24 , 15 , 14 , - , * , - , 121 , 23 , - , 139 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RFF,,Barnsley Hospital NHS Foundation Trust," 1,566 "," 5,996 "," 1,506 "," 1,293 ", 439 , 848 , 63 , 326 ," 4,065 "," 5,303 "," 9,838 "," 2,135 "," 3,746 "," 3,228 "," 6,223 ", 938 , 106 ," 8,737 "," 4,333 ", - ," 3,961 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1H,,Barts Health NHS Trust," 6,124 "," 13,895 "," 4,572 "," 3,045 "," 1,612 "," 5,765 "," 4,831 ", 991 ," 16,735 "," 14,049 "," 27,591 "," 4,174 "," 16,238 "," 14,288 "," 22,084 "," 4,700 "," 1,749 "," 29,914 "," 17,430 ", - ," 15,717 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDD,,Basildon And Thurrock University Hospitals NHS Foundation Trust," 2,345 "," 8,060 "," 1,858 "," 1,247 ", 296 ," 1,464 ", 63 , 345 ," 9,395 "," 5,248 "," 10,343 "," 1,129 "," 5,258 "," 4,583 "," 9,793 "," 1,524 ", 197 ," 7,199 "," 3,722 ", - ," 9,127 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC1,,Bedford Hospital NHS Trust," 1,282 "," 4,055 ", 894 , 648 , 259 , 850 ," 2,898 ", 283 ," 4,207 "," 3,506 "," 8,043 "," 1,399 "," 2,716 "," 3,450 "," 4,592 "," 1,038 ", 572 ," 4,580 "," 3,063 ", - ," 3,507 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWF01,,Benenden Hospital, - , * , * , - , - , 10 , 244 , 7 , * , 20 , 26 , * , 292 , 31 , - , - , * , * , * , - , * ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NXP16,,Berkshire Health - IHG, - , - , - , - , - , 9 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWX,,Berkshire Healthcare NHS Foundation Trust, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 1,409 ", - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NXP18,,BHI Parkside, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWX11,,BICS-Community, - , - , - , - , - , - , - , - , - , - , - , - , * , - , - , - , - , - , - , * , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXT,,Birmingham And Solihull Mental Health NHS Foundation Trust, - , - , - , - ," 2,254 ", 70 , - , - , * , - , * , - , - , - , * , - , - , 52 , - , - , 63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RQ3,,Birmingham Children's Hospital NHS Foundation Trust," 2,008 "," 5,160 "," 2,080 "," 1,445 ", 285 ," 1,639 ", 479 , 889 , 496 ," 4,075 "," 3,235 ", 969 ," 1,115 "," 1,215 ", - , 599 ," 5,169 "," 4,205 "," 4,196 ", - ," 1,294 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RYW,,Birmingham Community Healthcare NHS Trust, 32 , 112 , * , 38 , 105 , 183 , * , * , 311 , 225 ," 2,132 ", 61 , 162 , 176 , - , - , 74 , 487 , 439 , - , 288 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXKTC,,Birmingham Treatment Centre, 23 ," 6,528 ", 68 , 71 , 7 , 311 , 8 , 228 , 178 , 777 ," 1,409 ", 228 ," 2,233 "," 1,388 ", * , * , 148 , 447 , 564 , - , 294 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLU,,Birmingham Women's NHS Foundation Trust, 14 , 545 , 8 , 11 , * , * , * , - , * , * , 18 , 11 , * ," 1,848 "," 11,119 "," 3,698 ", 374 ," 1,053 ", 58 , - ," 4,435 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAJ,,Black Country Partnership NHS Foundation Trust, - , - , - , * ," 1,064 ", 36 , - , - , * , * , - , - , - , - , - , - , - , 384 , - , - , 74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXL,,Blackpool Teaching Hospitals NHS Foundation Trust," 2,299 "," 18,307 "," 1,528 "," 1,410 ", 856 ," 1,463 "," 5,049 ", 500 ," 10,516 "," 6,234 "," 11,538 "," 4,309 "," 6,425 "," 5,683 "," 5,955 "," 1,003 ", 282 ," 11,604 "," 6,272 ", - ," 7,363 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVC31,,Blakelands Hospital, 31 , 86 , 17 , * , * , 89 , 845 , - , 48 , * , 931 , 40 , 438 , 12 , - , - , * , 306 , 10 , - , 73 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT402,,BMI - Bath Clinic, 15 , 26 , * , 6 , * , 80 , 365 , * , 45 , 17 , 433 , 20 ," 1,419 ", 212 , - , - , 19 , 40 , 22 , - , 21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT405,,BMI - Bishops Wood, 9 , 38 , * , * , - , 49 , 865 , 20 , 90 , 91 , 224 , 44 , 833 , 119 , - , - , * , 56 , 11 , - , 11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT409,,BMI - Chelsfield Park Hospital, * , 12 , - , * , - , * , 11 , - , - , - , 22 , * , 216 , 74 , * , - , - , 15 , 6 , - , * ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT414,,BMI - Fawkham Manor Hospital, 6 , 21 , * , * , - , 33 , 393 , 7 , 45 , 23 , 193 , 26 , 526 , 145 , - , - , * , 88 , * , - , 11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT417,,BMI - Goring Hall Hospital, * , 26 , * , * , * , 31 , 14 , 7 , * , 10 , 170 , * ," 1,574 ", 389 , - , - , 10 , 70 , 70 , - , 25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT416,,BMI - Hendon Hospital, * , 73 , - , - , - , 28 , 62 , * , 9 , - , 61 , 9 , 309 , 367 , - , - , 6 , 43 , * , - , * ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT433,,BMI - Sarum Road Hospital, * , 8 , * , * , - , 112 , - , 7 , * , 35 , 37 , * , 898 , 46 , - , - , * , 19 , * , - , * ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT436,,BMI - Shirley Oaks Hospital, 10 , 60 , 8 , * , - , 84 , 705 , 12 , 97 , 39 , 308 , 24 , 628 , 239 , - , - , * , 90 , 10 , - , 82 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT401,,BMI - The Alexandra Hospital, 8 , 61 , * , * , - , 145 , - , * , 71 , - , 970 , 78 ," 2,075 ", 112 , - , - , * , 130 , 29 , - , 18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT403,,BMI - The Beardwood Hospital, 40 , 43 , 15 , * , * , 108 , - , 49 , 274 , 167 , 589 , 28 ," 3,496 ", 230 , - , - , 7 , 300 , 15 , - , 23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT404,,BMI - The Beaumont Hospital, 32 , 32 , 6 , 16 , - , 121 , - , 63 , 180 , 216 , 668 , 30 ," 2,326 ", 638 , - , - , 16 , 267 , 16 , - , 218 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT406,,BMI - The Blackheath Hospital, 7 , 20 , * , * , - , 37 , 147 , 17 , 33 , 44 , 218 , 10 , 481 , 182 , - , - , * , 77 , 6 , - , 94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT408,,BMI - The Chaucer Hospital, 25 , 45 , 15 , 13 , * , 45 , 612 , 24 , 80 , 41 , 453 , 35 , 400 , 336 , - , - , * , 197 , 7 , - , 42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT410,,BMI - The Chiltern Hospital, * , 31 , - , - , - , 32 , - , 9 , 31 , 33 , 342 , 10 , 969 , 222 , - , - , * , 79 , 13 , - , 18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT411,,BMI - The Clementine Churchill Hospital, 8 , 71 , * , * , - , 86 , 96 , 35 , 57 , 118 , 296 , 29 ," 1,563 ", 269 , - , - , 9 , 61 , 14 , - , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT412,,BMI - The Droitwich Spa Hospital, 6 , 44 , * , * , * , 123 , 181 , * , 107 , 36 , 345 , 7 , 833 , 266 , - , - , * , 109 , 12 , - , 14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT413,,BMI - The Esperance Hospital, 38 , 17 , 14 , * , - , 38 , 12 , 15 , 58 , 32 , 320 , 14 , 831 , 47 , - , - , * , 97 , * , - , 18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT415,,BMI - The Foscote Hospital, * , 8 , - , - , - , * , - , - , 48 , * , 115 , * , 34 , 21 , - , - , - , 7 , * , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT418,,BMI - The Hampshire Clinic, * , 52 , * , * , * , 64 , 190 , 12 , 79 , 151 , 965 , 85 ," 1,352 ", 172 , - , - , 9 , 135 , 8 , - , 23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT419,,BMI - The Harbour Hospital, 10 , * , * , - , - , 117 , 517 , - , 85 , * , 431 , * , 122 , * , - , - , - , 51 , * , - , 10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT420,,BMI - The Highfield Hospital, 21 , 76 , * , 15 , * , 141 , 193 , 30 , 143 , 177 , 420 , 41 ," 1,945 ", 680 , - , - , 7 , 124 , 23 , - , 183 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT421,,BMI - The Kings Oak Hospital, * , 76 , * , * , - , 161 , 28 , 10 , 13 , * , 94 , 25 ," 1,128 ", 283 , - , - , * , 66 , 8 , - , 24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT422,,BMI - The London Independent Hospital, 10 , 76 , 10 , * , * , 76 , 72 , 21 , 180 , 61 , 651 , 78 ," 1,489 ", 316 , - , - , 14 , 146 , 32 , - , 28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT423,,BMI - The Manor Hospital, - , 19 , * , * , - , 23 , - , - , * , - , 95 , 16 , 471 , 133 , - , - , * , * , 7 , - , 6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT424,,BMI - The Meriden Hospital, 8 , 43 , * , * , - , 150 , - , 10 , 38 , 48 , 256 , 26 ," 1,689 ", 193 , - , - , 7 , 54 , 27 , - , 9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
