INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SITE_CODE,SITE_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL,SITE_TYPE,NO_PROVIDERS_AT_SITE,SITE_OWNER,SITE_POSTCODE
I00699,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,RP5BA,BASSETLAW HOSPITAL,1.0787,2,18370,695,645,0.8827,1.1278,0.8421,1.1875,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S81 0BD
I00699,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,RP5DR,DONCASTER ROYAL INFIRMARY,1.0792,2,54890,2020,1875,0.9301,1.0735,0.8521,1.1736,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DN2 5LT
I00699,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,RP5MM,MONTAGU HOSPITAL,*,*,60,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S64 0AZ
I00699,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,RP5RH,ROTHERHAM DISTRICT HOSPITAL,*,*,335,*,*,*,*,*,*,UNDETERMINED,ONE,TRUST,S60 2UD
I00699,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,.,NOT PROVIDED,*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,RBD42,BRIDPORT COMMUNITY HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DT6 5DR
I00699,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,RBD01,DORSET COUNTY HOSPITAL,1.1764,2,29340,1090,925,0.9015,1.1058,0.8466,1.1811,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DT1 2JY
I00699,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,RBD05,WEYMOUTH COMMUNITY HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DT4 7TB
I00699,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,RBD46,YEOVIL DISTRICT HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,BA21 4AT
I00699,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,RWH01,LISTER HOSPITAL,0.9803,2,65160,2085,2125,0.9343,1.0688,0.8528,1.1727,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SG1 4AB
I00699,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,RWH04,MOUNT VERNON CANCER CENTRE,0.3676,3,2220,110,295,0.8294,1.1937,0.8258,1.211,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HA6 2RN
I00699,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,RWH20,QUEEN ELIZABETH I I HOSPITAL,*,*,20,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,AL7 4HQ
I00699,RJN,EAST CHESHIRE NHS TRUST,RJN71,MACCLESFIELD DISTRICT GENERAL HOSPITAL,1.1381,2,19560,910,800,0.8943,1.1142,0.845,1.1834,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SK10 3BL
I00699,RJN,EAST CHESHIRE NHS TRUST,RJN03,SPIRE REGENCY HOSPITAL,*,*,40,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,SK11 8DW
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,RVV02,BUCKLAND HOSPITAL,*,*,115,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CT17 0HD
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,RVVKC,KENT & CANTERBURY HOSPITAL,0.7984,3,12520,210,260,0.8198,1.2061,0.8224,1.216,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CT1 3NG
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,RVVP1,ONE ASHFORD HOSPITAL,*,*,75,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,TN24 0YS
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,RVVW1,QUEEN ELIZABETH QUEEN MOTHER HOSPITAL - SPENCER WING,*,*,45,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CT9 4AN
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,RVV09,QUEEN ELIZABETH THE QUEEN MOTHER HOSPITAL,1.0668,2,44620,1820,1705,0.9268,1.0771,0.8516,1.1743,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CT9 4AN
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,RVV10,QUEEN VICTORIA MEMORIAL HOSPITAL (HERNE BAY),*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CT6 6EB
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,RVV03,ROYAL VICTORIA HOSPITAL (FOLKESTONE),*,*,100,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CT19 5BN
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,RVV01,WILLIAM HARVEY HOSPITAL (ASHFORD),1.1462,2,51645,2005,1750,0.9277,1.0761,0.8517,1.1741,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TN24 0LZ
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,.,NOT PROVIDED,*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,8G326,NOT PROVIDED,*,*,105,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,AVQ,NOT PROVIDED,*,*,10,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,XCH,NOT PROVIDED,*,*,15,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,XSW,NOT PROVIDED,*,*,160,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,XSWA,NOT PROVIDED,*,*,25,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,RXR60,ACCRINGTON VICTORIA HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BB5 6AS
I00699,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,RXR78,BLACKBURN BIRTH CENTRE,*,*,830,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BB2 3NX
I00699,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,RXR10,BURNLEY GENERAL HOSPITAL,0.8894,2,19025,40,45,0.5929,1.569,0.714,1.4005,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,BB10 2PQ
I00699,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,RXR70,CLITHEROE COMMUNITY HOSPITAL,2.3243,1,65,20,10,0.2734,2.5135,0.5118,1.954,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BB7 4JX
I00699,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,RXR50,PENDLE COMMUNITY HOSPITAL,*,*,10,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BB9 9SZ
I00699,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,RXRE9,ROSSENDALE PRIMARY CARE CENTRE,*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BB4 7PL
I00699,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,RXR20,ROYAL BLACKBURN HOSPITAL,1.0345,2,65640,2600,2515,0.9395,1.0632,0.8535,1.1716,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BB2 3HH
I00699,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,RDE83,ALDEBURGH HOSPITAL,*,*,95,*,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,MULTIPLE,TRUST,IP15 5ES
I00699,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,RDE78,BLUEBIRD LODGE,1.3219,2,160,15,10,0.2923,2.4293,0.5254,1.9032,COMMUNITY HEALTH - NHS & INDEPENDENT,MULTIPLE,TRUST,IP3 9GJ
I00699,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,RDEP1,CAPIO OAKS HOSPITAL,*,*,715,*,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CO4 5XR
I00699,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,RDEE2,CLACTON AND DISTRICT HOSPITAL,*,*,130,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CO15 1LH
I00699,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,RDEE4,COLCHESTER GENERAL HOSPITAL,1.1574,2,55820,2390,2065,0.9333,1.0699,0.8526,1.1729,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CO4 5JL
I00699,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,RDEEV,COLCHESTER PRIMARY CARE TREATMENT CENTRE,*,*,40,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CO4 5JR
I00699,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,RDEEB,ESSEX COUNTY HOSPITAL,*,*,25,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CO3 3NB
I00699,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,RDE05,FELIXSTOWE HOSPITAL,*,*,30,*,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,MULTIPLE,TRUST,IP11 7HJ
I00699,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,RDEEK,HALSTEAD HOSPITAL,*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CO9 2DL
I00699,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,RDE03,IPSWICH HOSPITAL,1.027,2,52905,1920,1870,0.9301,1.0735,0.8521,1.1736,ACUTE HOSPITAL - INDEPENDENT SPECIALIST,ONE,PRIVATE,IP4 5PD
I00699,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,RDE57,ST ELIZABETH HOSPICE (HOSPICE AT HOME),*,*,*,0,*,*,*,*,*,UNDETERMINED,MULTIPLE,TRUST,IP3 8LX
I00699,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,RDEEE,THE FRYATT HOSPITAL AND MAYFLOWER MEDICAL CENTRE,*,*,20,*,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CO12 4EX
I00699,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,RGQ02,THE IPSWICH HOSPITAL NHS TRUST,1.2983,2,550,50,40,0.5783,1.598,0.7058,1.4167,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,IP4 5PD
I00699,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,RXC03,BEXHILL HOSPITAL,*,*,50,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TN40 2DZ
I00699,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NT413,BMI - THE ESPERANCE HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,BN21 3BG
I00699,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,RXC01,CONQUEST HOSPITAL,1.087,2,36590,1150,1055,0.9076,1.0987,0.848,1.1793,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TN37 7RD
I00699,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,RXC02,EASTBOURNE DISTRICT GENERAL HOSPITAL,1.1052,2,26555,1365,1235,0.9143,1.0912,0.8493,1.1774,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN21 2UD
I00699,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,RXCLF,FIRWOOD,*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,BN22 9QJ
I00699,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,RXC42,RYE MEMORIAL CARE CENTRE,*,*,55,*,*,*,*,*,*,UNDETERMINED,ONE,TRUST,TN31 7NJ
I00699,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NT309,SPIRE SUSSEX HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,TN37 7RE
I00699,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,RXC18,UCKFIELD HOSPITAL,*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TN22 5AW
I00699,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,RVR50,EPSOM HOSPITAL,0.9536,2,23310,780,820,0.8954,1.1128,0.8453,1.1831,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,KT18 7EG
I00699,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,RVRTC,SOUTH WEST LONDON ELECTIVE ORTHOPAEDIC CENTRE,*,*,3800,*,*,*,*,*,*,UNDETERMINED,ONE,TRUST,KT18 7EG
I00699,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,RVRJ6,ST ANTHONY'S HOSPITAL,*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,SM3 9DW
I00699,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,RVR05,ST HELIER HOSPITAL,0.9947,2,37105,1130,1135,0.9109,1.0951,0.8486,1.1784,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SM5 1AA
I00699,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,RDU02,FARNHAM HOSPITAL OUTPATIENTS DEPARTMENT,*,*,25,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,GU9 9QL
I00699,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,RDU03,FLEET HOSPITAL OUTPATIENTS DEPARTMENT,*,*,55,15,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,GU51 4LZ
I00699,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,RDU01,FRIMLEY PARK HOSPITAL,0.9418,2,65710,1770,1880,0.9302,1.0734,0.8521,1.1735,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,GU16 7UJ
I00699,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,RDU52,HEATHERWOOD HOSPITAL,*,*,2055,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SL5 8AA
I00699,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,RDU54,ST MARK'S HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SL6 6DU
I00699,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,RDU68,THE PRINCESS MARGARET HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,MULTIPLE,PRIVATE,SL4 3SJ
I00699,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,RDU50,WEXHAM PARK HOSPITAL,0.9853,2,62225,1770,1800,0.9287,1.075,0.8519,1.1739,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SL2 4HL
I00699,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,RR738,GATESHEAD & CARLISLE HAND SERVICE,*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CA1 2NS
I00699,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,RR7EN,QUEEN ELIZABETH HOSPITAL,1.0482,2,32850,1385,1325,0.9172,1.0879,0.8499,1.1767,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,NE9 6SX
I00699,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,RR7DH,SOUTH TYNESIDE DISTRICT HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,NE34 0PL
I00699,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,RLT01,GEORGE ELIOT HOSPITAL - ACUTE SERVICES,1.1172,2,24250,1095,980,0.9042,1.1027,0.8472,1.1803,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CV10 7DJ
I00699,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,RTE01,CHELTENHAM GENERAL HOSPITAL,1.0313,2,22855,1080,1050,0.9073,1.0992,0.8479,1.1794,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,GL53 7AN
I00699,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,RTE23,CIRENCESTER HOSPITAL,*,*,35,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,GL7 1UY
I00699,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,RTE03,GLOUCESTERSHIRE ROYAL HOSPITAL,1.0985,2,67180,1920,1750,0.9277,1.0761,0.8517,1.1741,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,GL1 3NN
I00699,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,RTE83,HEREFORD COUNTY HOSPITAL,*,*,25,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,HR1 2ER
I00699,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,RTE26,STROUD GENERAL HOSPITAL,*,*,25,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,GL5 2HY
I00699,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,RTE27,STROUD MATERNITY HOSPITAL,*,*,1090,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,GL5 2JB
I00699,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,RTE64,TETBURY HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,GL8 8XB
I00699,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,RTE95,TEWKESBURY COMMUNITY HOSPITAL,*,*,55,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,GL20 5QN
I00699,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,RN3G2,SWINDON INTERMEDIATE CARE CENTRE (GWH),0.4786,3,915,30,65,0.6546,1.4552,0.7473,1.3382,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SN3 6BB
I00699,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,RN325,THE GREAT WESTERN HOSPITAL,0.9254,2,62365,1690,1830,0.9293,1.0744,0.852,1.1737,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SN3 6BB
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,RJ1A0,BOROUGH KIDNEY TREATMENT CENTRE,*,*,25,0,*,*,*,*,*,ACUTE HOSPITAL - NHS SPECIALIST,ONE,TRUST,SE1 4AU
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,RJ1A1,CAMBERWELL DIAYSIS UNIT,*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SE5 9HW
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,RJ1A3,FOREST HILL DIALYSIS UNIT,*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,SE23 1HH
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,RJ121,GUY'S HOSPITAL,0.6287,3,19880,365,575,0.8763,1.1354,0.8404,1.1899,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SE1 9RT
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,RJ128,KING'S COLLEGE HOSPITAL (DENMARK HILL),*,*,25,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,SE5 9RS
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,RJ1A2,LANE FOX REMEO CENTRE,*,*,35,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,RH1 5GW
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,RJ1A4,NEW CROSS GATE DIALYSIS UNIT,*,*,15,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SE14 6BL
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,RJ144,PULROSS COMMUNITY CENTRE,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS SPECIALIST,ONE,TRUST,SW9 8AE
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,RJ122,ST THOMAS' HOSPITAL,0.7789,3,75295,1090,1400,0.9194,1.0854,0.8503,1.1761,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SE1 7EH
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,RJ137,TUNBRIDGE WELLS KIDNEY TREATMENT CENTRE,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TN4 9TF
I00699,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,RN542,ANDOVER WAR MEMORIAL HOSPITAL,*,*,165,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SP10 3LB
I00699,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,RN506,BASINGSTOKE AND NORTH HAMPSHIRE HOSPITAL,1.0121,2,36765,1015,1000,0.9052,1.1015,0.8475,1.18,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,RG24 9NA
I00699,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,RN525,FIRVALE,*,*,185,*,*,*,*,*,*,RESIDENTIAL SOCIAL CARE,ONE,TRUST,RG24 9SE
I00699,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,RN5T1,NORTH HAMPSHIRE HOSPITALS NHS TRUST TREATMENT CENTRE,*,*,900,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,RG24 9NA
I00699,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,RN541,ROYAL HAMPSHIRE COUNTY HOSPITAL,1.0195,2,25910,1030,1010,0.9056,1.1011,0.8475,1.1799,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SO22 5DG
I00699,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,RN543,WINCHESTER NHS TREATMENT CENTRE,0.4693,3,2075,10,15,0.414,1.9978,0.6072,1.6469,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SO22 5DG
I00699,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,RTR45,FRIARAGE HOSPITAL SITE,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DL6 1JG
I00699,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,RCD01,HARROGATE DISTRICT HOSPITAL,0.9625,2,27460,925,960,0.9032,1.1039,0.847,1.1806,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HG2 7SX
I00699,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,RCD08,LASCELLES YOUNGER DISABLED UNIT,*,*,15,0,*,*,*,*,*,MENTAL HEALTH - COMMUNITY & RESIDENTIAL - NHS,ONE,TRUST,HG1 4PA
I00699,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,RCD02,RIPON AND DISTRICT COMMUNITY HOSPITAL,*,*,40,15,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HG4 2PR
I00699,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,RQXM1,HOMERTON UNIVERSITY HOSPITAL,0.7803,3,45530,520,670,0.8848,1.1253,0.8427,1.1867,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E9 6SR
I00699,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,.,NOT PROVIDED,*,*,55,*,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,UNK01,NOT PROVIDED,*,*,35,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,RWA16,CASTLE HILL HOSPITAL,1.0435,2,20465,860,825,0.8957,1.1125,0.8453,1.183,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HU16 5JQ
I00699,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,RWA06,DIANA PRINCESS OF WALES HOSPITAL - GRIMSBY,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DN33 2BA
