INDICATOR_CODE,DIAGNOSIS_GROUP_NUMBER,DIAGNOSIS_GROUP_DESCRIPTION,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED,SHMI_VALUE,SHMI_BANDING,PO_LL,PO_UL,OD_LL,OD_UL
I00699,39,Anaemia,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,1105,20,25,,,,,,
I00699,39,Anaemia,RPA,MEDWAY NHS FOUNDATION TRUST,575,10,15,,,,,,
I00699,39,Anaemia,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,400,10,15,,,,,,
I00699,39,Anaemia,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,470,20,15,,,,,,
I00699,39,Anaemia,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,520,25,15,,,,,,
I00699,39,Anaemia,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,235,10,*,,,,,,
I00699,39,Anaemia,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,470,15,15,,,,,,
I00699,39,Anaemia,RVJ,NORTH BRISTOL NHS TRUST,310,15,10,,,,,,
I00699,39,Anaemia,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,275,*,10,,,,,,
I00699,39,Anaemia,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,270,10,10,,,,,,
I00699,39,Anaemia,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,630,*,15,,,,,,
I00699,39,Anaemia,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,795,30,25,,,,,,
I00699,39,Anaemia,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,455,10,15,,,,,,
I00699,39,Anaemia,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,300,10,*,,,,,,
I00699,39,Anaemia,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,520,20,15,,,,,,
I00699,39,Anaemia,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,355,*,10,,,,,,
I00699,39,Anaemia,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,655,30,20,,,,,,
I00699,39,Anaemia,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,625,15,20,,,,,,
I00699,39,Anaemia,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,1165,20,30,,,,,,
I00699,39,Anaemia,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,235,*,10,,,,,,
I00699,39,Anaemia,RHU,PORTSMOUTH HOSPITALS NHS TRUST,590,15,15,,,,,,
I00699,39,Anaemia,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,480,15,15,,,,,,
I00699,39,Anaemia,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,325,10,10,,,,,,
I00699,39,Anaemia,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,360,10,10,,,,,,
I00699,39,Anaemia,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,555,10,20,,,,,,
I00699,39,Anaemia,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,495,15,15,,,,,,
I00699,39,Anaemia,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,305,*,10,,,,,,
I00699,39,Anaemia,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,250,10,10,,,,,,
I00699,39,Anaemia,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,310,10,10,,,,,,
I00699,39,Anaemia,RNZ,SALISBURY NHS FOUNDATION TRUST,135,*,*,,,,,,
I00699,39,Anaemia,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,415,10,10,,,,,,
I00699,39,Anaemia,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,740,25,20,,,,,,
I00699,39,Anaemia,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,400,20,15,,,,,,
I00699,39,Anaemia,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,440,15,15,,,,,,
I00699,39,Anaemia,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,590,15,15,,,,,,
I00699,39,Anaemia,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,820,15,25,,,,,,
I00699,39,Anaemia,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,155,10,*,,,,,,
I00699,39,Anaemia,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,475,15,15,,,,,,
I00699,39,Anaemia,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,235,15,10,,,,,,
I00699,39,Anaemia,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,745,10,20,,,,,,
I00699,39,Anaemia,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,525,30,15,,,,,,
I00699,39,Anaemia,RWJ,STOCKPORT NHS FOUNDATION TRUST,405,10,15,,,,,,
I00699,39,Anaemia,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,535,25,15,,,,,,
I00699,39,Anaemia,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,470,15,15,,,,,,
I00699,39,Anaemia,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,370,15,10,,,,,,
I00699,39,Anaemia,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,285,10,10,,,,,,
I00699,39,Anaemia,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,275,*,10,,,,,,
I00699,39,Anaemia,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,410,10,10,,,,,,
I00699,39,Anaemia,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,505,10,20,,,,,,
I00699,39,Anaemia,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",485,*,15,,,,,,
I00699,39,Anaemia,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,245,10,*,,,,,,
I00699,39,Anaemia,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,315,*,10,,,,,,
I00699,39,Anaemia,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,505,15,15,,,,,,
I00699,39,Anaemia,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,200,10,*,,,,,,
I00699,39,Anaemia,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,850,30,30,,,,,,
I00699,39,Anaemia,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1235,*,10,,,,,,
I00699,39,Anaemia,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,510,*,15,,,,,,
I00699,39,Anaemia,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2650,50,45,,,,,,
I00699,39,Anaemia,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,260,10,*,,,,,,
I00699,39,Anaemia,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,435,20,15,,,,,,
I00699,39,Anaemia,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,870,35,25,,,,,,
I00699,39,Anaemia,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,820,30,30,,,,,,
I00699,39,Anaemia,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,425,15,15,,,,,,
I00699,39,Anaemia,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,1180,25,35,,,,,,
I00699,39,Anaemia,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,390,15,15,,,,,,
I00699,39,Anaemia,RBK,WALSALL HEALTHCARE NHS TRUST,370,20,10,,,,,,
I00699,39,Anaemia,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,410,10,15,,,,,,
I00699,39,Anaemia,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,385,15,15,,,,,,
I00699,39,Anaemia,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,300,10,10,,,,,,
I00699,39,Anaemia,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,575,10,20,,,,,,
I00699,39,Anaemia,RA3,WESTON AREA HEALTH NHS TRUST,170,*,*,,,,,,
I00699,39,Anaemia,RKE,WHITTINGTON HEALTH NHS TRUST,110,*,*,,,,,,
I00699,39,Anaemia,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,580,30,20,,,,,,
I00699,39,Anaemia,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,575,25,20,,,,,,
I00699,39,Anaemia,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",300,*,10,,,,,,
I00699,39,Anaemia,RLQ,WYE VALLEY NHS TRUST,200,10,*,,,,,,
I00699,39,Anaemia,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,215,10,*,,,,,,
I00699,39,Anaemia,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,600,25,20,,,,,,
I00699,40,Diseases of white blood cells,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,15,0,*,,,,,,
I00699,40,Diseases of white blood cells,RCF,AIREDALE NHS FOUNDATION TRUST,15,0,*,,,,,,
I00699,40,Diseases of white blood cells,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,35,0,*,,,,,,
I00699,40,Diseases of white blood cells,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",60,*,*,,,,,,
I00699,40,Diseases of white blood cells,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,15,0,*,,,,,,
I00699,40,Diseases of white blood cells,R1H,BARTS HEALTH NHS TRUST,135,*,*,,,,,,
I00699,40,Diseases of white blood cells,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,35,0,*,,,,,,
I00699,40,Diseases of white blood cells,RC1,BEDFORD HOSPITAL NHS TRUST,10,*,*,,,,,,
I00699,40,Diseases of white blood cells,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,20,0,*,,,,,,
I00699,40,Diseases of white blood cells,RMC,BOLTON NHS FOUNDATION TRUST,10,0,*,,,,,,
I00699,40,Diseases of white blood cells,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,15,*,*,,,,,,
I00699,40,Diseases of white blood cells,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,80,0,*,,,,,,
I00699,40,Diseases of white blood cells,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,45,*,*,,,,,,
I00699,40,Diseases of white blood cells,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,30,*,*,,,,,,
I00699,40,Diseases of white blood cells,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,215,*,*,,,,,,
I00699,40,Diseases of white blood cells,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,50,0,*,,,,,,
I00699,40,Diseases of white blood cells,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,15,0,*,,,,,,
I00699,40,Diseases of white blood cells,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,25,0,*,,,,,,
I00699,40,Diseases of white blood cells,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,25,*,*,,,,,,
I00699,40,Diseases of white blood cells,RJ6,CROYDON HEALTH SERVICES NHS TRUST,10,*,*,,,,,,
I00699,40,Diseases of white blood cells,RN7,DARTFORD AND GRAVESHAM NHS TRUST,20,0,*,,,,,,
I00699,40,Diseases of white blood cells,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,15,*,*,,,,,,
I00699,40,Diseases of white blood cells,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,20,0,*,,,,,,
I00699,40,Diseases of white blood cells,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,40,0,*,,,,,,
I00699,40,Diseases of white blood cells,RJN,EAST CHESHIRE NHS TRUST,*,0,*,,,,,,
I00699,40,Diseases of white blood cells,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,45,*,*,,,,,,
I00699,40,Diseases of white blood cells,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,60,*,*,,,,,,
I00699,40,Diseases of white blood cells,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,130,*,*,,,,,,
I00699,40,Diseases of white blood cells,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,15,0,*,,,,,,
I00699,40,Diseases of white blood cells,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,35,*,*,,,,,,
I00699,40,Diseases of white blood cells,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,80,*,*,,,,,,
I00699,40,Diseases of white blood cells,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,10,0,*,,,,,,
I00699,40,Diseases of white blood cells,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,20,0,*,,,,,,
I00699,40,Diseases of white blood cells,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,70,*,*,,,,,,
I00699,40,Diseases of white blood cells,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,50,*,*,,,,,,
I00699,40,Diseases of white blood cells,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,55,0,*,,,,,,
I00699,40,Diseases of white blood cells,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,50,0,*,,,,,,
I00699,40,Diseases of white blood cells,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,40,Diseases of white blood cells,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,10,0,*,,,,,,
I00699,40,Diseases of white blood cells,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,80,0,*,,,,,,
I00699,40,Diseases of white blood cells,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,45,0,*,,,,,,
I00699,40,Diseases of white blood cells,R1F,ISLE OF WIGHT NHS TRUST,*,0,*,,,,,,
I00699,40,Diseases of white blood cells,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,20,0,*,,,,,,
I00699,40,Diseases of white blood cells,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,40,*,*,,,,,,
I00699,40,Diseases of white blood cells,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,55,0,*,,,,,,
I00699,40,Diseases of white blood cells,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,55,0,*,,,,,,
I00699,40,Diseases of white blood cells,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,40,*,*,,,,,,
I00699,40,Diseases of white blood cells,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,115,*,*,,,,,,
I00699,40,Diseases of white blood cells,RJ2,LEWISHAM AND GREENWICH NHS TRUST,50,*,*,,,,,,
I00699,40,Diseases of white blood cells,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,50,*,*,,,,,,
I00699,40,Diseases of white blood cells,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,45,0,*,,,,,,
I00699,40,Diseases of white blood cells,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,25,0,*,,,,,,
I00699,40,Diseases of white blood cells,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,185,*,*,,,,,,
I00699,40,Diseases of white blood cells,RPA,MEDWAY NHS FOUNDATION TRUST,30,0,*,,,,,,
I00699,40,Diseases of white blood cells,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,25,0,*,,,,,,
I00699,40,Diseases of white blood cells,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,55,0,*,,,,,,
I00699,40,Diseases of white blood cells,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,50,0,*,,,,,,
I00699,40,Diseases of white blood cells,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,30,*,*,,,,,,
I00699,40,Diseases of white blood cells,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,105,0,*,,,,,,
I00699,40,Diseases of white blood cells,RVJ,NORTH BRISTOL NHS TRUST,15,0,*,,,,,,
I00699,40,Diseases of white blood cells,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,35,*,*,,,,,,
I00699,40,Diseases of white blood cells,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,45,0,*,,,,,,
I00699,40,Diseases of white blood cells,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,25,*,*,,,,,,
I00699,40,Diseases of white blood cells,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,45,*,*,,,,,,
I00699,40,Diseases of white blood cells,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,65,*,*,,,,,,
I00699,40,Diseases of white blood cells,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,10,0,*,,,,,,
I00699,40,Diseases of white blood cells,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,15,0,*,,,,,,
I00699,40,Diseases of white blood cells,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,30,*,*,,,,,,
I00699,40,Diseases of white blood cells,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,140,*,*,,,,,,
I00699,40,Diseases of white blood cells,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,130,*,*,,,,,,
I00699,40,Diseases of white blood cells,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,50,*,*,,,,,,
I00699,40,Diseases of white blood cells,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,40,0,*,,,,,,
I00699,40,Diseases of white blood cells,RHU,PORTSMOUTH HOSPITALS NHS TRUST,45,0,*,,,,,,
I00699,40,Diseases of white blood cells,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,25,0,*,,,,,,
I00699,40,Diseases of white blood cells,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,35,*,*,,,,,,
I00699,40,Diseases of white blood cells,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,50,*,*,,,,,,
I00699,40,Diseases of white blood cells,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,65,0,*,,,,,,
I00699,40,Diseases of white blood cells,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,45,*,*,,,,,,
I00699,40,Diseases of white blood cells,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,20,0,*,,,,,,
I00699,40,Diseases of white blood cells,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,60,*,*,,,,,,
I00699,40,Diseases of white blood cells,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,40,Diseases of white blood cells,RNZ,SALISBURY NHS FOUNDATION TRUST,20,0,*,,,,,,
I00699,40,Diseases of white blood cells,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,35,*,*,,,,,,
I00699,40,Diseases of white blood cells,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,110,*,*,,,,,,
I00699,40,Diseases of white blood cells,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,40,Diseases of white blood cells,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,100,0,*,,,,,,
I00699,40,Diseases of white blood cells,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,30,0,*,,,,,,
I00699,40,Diseases of white blood cells,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,30,0,*,,,,,,
I00699,40,Diseases of white blood cells,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,20,0,*,,,,,,
I00699,40,Diseases of white blood cells,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,105,10,*,,,,,,
I00699,40,Diseases of white blood cells,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,*,*,*,,,,,,
I00699,40,Diseases of white blood cells,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,60,0,*,,,,,,
I00699,40,Diseases of white blood cells,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,20,0,*,,,,,,
I00699,40,Diseases of white blood cells,RWJ,STOCKPORT NHS FOUNDATION TRUST,10,0,*,,,,,,
I00699,40,Diseases of white blood cells,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,70,0,*,,,,,,
I00699,40,Diseases of white blood cells,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,15,0,*,,,,,,
I00699,40,Diseases of white blood cells,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,50,*,*,,,,,,
I00699,40,Diseases of white blood cells,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,40,*,*,,,,,,
I00699,40,Diseases of white blood cells,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,55,*,*,,,,,,
I00699,40,Diseases of white blood cells,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,195,*,*,,,,,,
I00699,40,Diseases of white blood cells,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,35,0,*,,,,,,
I00699,40,Diseases of white blood cells,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",60,*,*,,,,,,
I00699,40,Diseases of white blood cells,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,20,0,*,,,,,,
I00699,40,Diseases of white blood cells,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,15,0,*,,,,,,
I00699,40,Diseases of white blood cells,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,100,*,*,,,,,,
I00699,40,Diseases of white blood cells,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,15,0,*,,,,,,
I00699,40,Diseases of white blood cells,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,40,0,*,,,,,,
I00699,40,Diseases of white blood cells,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,145,0,*,,,,,,
I00699,40,Diseases of white blood cells,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,85,0,*,,,,,,
I00699,40,Diseases of white blood cells,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,210,*,*,,,,,,
I00699,40,Diseases of white blood cells,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,15,0,*,,,,,,
I00699,40,Diseases of white blood cells,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,85,0,*,,,,,,
I00699,40,Diseases of white blood cells,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,115,*,*,,,,,,
I00699,40,Diseases of white blood cells,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,70,0,*,,,,,,
I00699,40,Diseases of white blood cells,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,25,0,*,,,,,,
I00699,40,Diseases of white blood cells,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,110,*,*,,,,,,
I00699,40,Diseases of white blood cells,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,45,0,*,,,,,,
I00699,40,Diseases of white blood cells,RBK,WALSALL HEALTHCARE NHS TRUST,10,0,*,,,,,,
I00699,40,Diseases of white blood cells,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,10,0,*,,,,,,
I00699,40,Diseases of white blood cells,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,90,0,*,,,,,,
I00699,40,Diseases of white blood cells,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,25,0,*,,,,,,
I00699,40,Diseases of white blood cells,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,55,*,*,,,,,,
I00699,40,Diseases of white blood cells,RA3,WESTON AREA HEALTH NHS TRUST,*,*,*,,,,,,
I00699,40,Diseases of white blood cells,RKE,WHITTINGTON HEALTH NHS TRUST,30,0,*,,,,,,
I00699,40,Diseases of white blood cells,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,20,0,*,,,,,,
I00699,40,Diseases of white blood cells,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,35,*,*,,,,,,
I00699,40,Diseases of white blood cells,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",15,*,*,,,,,,
I00699,40,Diseases of white blood cells,RLQ,WYE VALLEY NHS TRUST,10,*,*,,,,,,
I00699,40,Diseases of white blood cells,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,15,*,*,,,,,,
I00699,40,Diseases of white blood cells,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,40,0,*,,,,,,
I00699,41,Hematologic conditions,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,50,*,*,,,,,,
I00699,41,Hematologic conditions,RCF,AIREDALE NHS FOUNDATION TRUST,70,0,*,,,,,,
I00699,41,Hematologic conditions,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,100,0,*,,,,,,
I00699,41,Hematologic conditions,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",350,0,*,,,,,,
I00699,41,Hematologic conditions,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,60,0,*,,,,,,
I00699,41,Hematologic conditions,R1H,BARTS HEALTH NHS TRUST,1655,*,*,,,,,,
I00699,41,Hematologic conditions,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,180,*,*,,,,,,
I00699,41,Hematologic conditions,RC1,BEDFORD HOSPITAL NHS TRUST,60,*,*,,,,,,
I00699,41,Hematologic conditions,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,55,*,*,,,,,,
I00699,41,Hematologic conditions,RMC,BOLTON NHS FOUNDATION TRUST,65,0,*,,,,,,
I00699,41,Hematologic conditions,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,200,0,*,,,,,,
I00699,41,Hematologic conditions,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,240,*,*,,,,,,
