INDICATOR_CODE,DIAGNOSIS_GROUP_NUMBER,DIAGNOSIS_GROUP_DESCRIPTION,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED
I00699,45,"Psychotic disorders, other mental conditions",RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,26,0,0.1197
I00699,45,"Psychotic disorders, other mental conditions",RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,82,0,0.2172
I00699,45,"Psychotic disorders, other mental conditions",RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,56,0,0.2306
I00699,45,"Psychotic disorders, other mental conditions",RM3,SALFORD ROYAL NHS FOUNDATION TRUST,80,0,0.2394
I00699,45,"Psychotic disorders, other mental conditions",RNZ,SALISBURY NHS FOUNDATION TRUST,31,0,0.143
I00699,45,"Psychotic disorders, other mental conditions",RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,45,0,0.1531
I00699,45,"Psychotic disorders, other mental conditions",RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,99,*,0.3892
I00699,45,"Psychotic disorders, other mental conditions",RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,32,0,0.1422
I00699,45,"Psychotic disorders, other mental conditions",RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,38,*,0.0958
I00699,45,"Psychotic disorders, other mental conditions",RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,66,*,0.2001
I00699,45,"Psychotic disorders, other mental conditions",RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,13,0,0.1023
I00699,45,"Psychotic disorders, other mental conditions",RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,36,0,0.1447
I00699,45,"Psychotic disorders, other mental conditions",RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,22,0,0.2556
I00699,45,"Psychotic disorders, other mental conditions",RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,33,0,0.1165
I00699,45,"Psychotic disorders, other mental conditions",RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,97,0,0.1793
I00699,45,"Psychotic disorders, other mental conditions",RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,118,0,0.3199
I00699,45,"Psychotic disorders, other mental conditions",RWJ,STOCKPORT NHS FOUNDATION TRUST,36,0,0.1203
I00699,45,"Psychotic disorders, other mental conditions",RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,72,0,0.297
I00699,45,"Psychotic disorders, other mental conditions",RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,19,0,0.0107
I00699,45,"Psychotic disorders, other mental conditions",RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,76,0,0.1507
I00699,45,"Psychotic disorders, other mental conditions",RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,58,0,0.1867
I00699,45,"Psychotic disorders, other mental conditions",RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,20,*,0.1685
I00699,45,"Psychotic disorders, other mental conditions",RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,106,*,0.365
I00699,45,"Psychotic disorders, other mental conditions",RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,21,0,0.0415
I00699,45,"Psychotic disorders, other mental conditions",RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",43,0,0.2587
I00699,45,"Psychotic disorders, other mental conditions",RFR,THE ROTHERHAM NHS FOUNDATION TRUST,16,0,0.1336
I00699,45,"Psychotic disorders, other mental conditions",RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,54,0,0.1405
I00699,45,"Psychotic disorders, other mental conditions",RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,34,0,0.1206
I00699,45,"Psychotic disorders, other mental conditions",RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,60,0,0.1263
I00699,45,"Psychotic disorders, other mental conditions",RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,41,0,0.1815
I00699,45,"Psychotic disorders, other mental conditions",RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,135,0,0.2748
I00699,45,"Psychotic disorders, other mental conditions",RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,118,0,0.4208
I00699,45,"Psychotic disorders, other mental conditions",RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,162,*,0.8679
I00699,45,"Psychotic disorders, other mental conditions",RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,106,*,0.2878
I00699,45,"Psychotic disorders, other mental conditions",RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,100,0,0.3412
I00699,45,"Psychotic disorders, other mental conditions",RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,82,0,0.5075
I00699,45,"Psychotic disorders, other mental conditions",RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,83,*,0.2944
I00699,45,"Psychotic disorders, other mental conditions",RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,51,0,0.1602
I00699,45,"Psychotic disorders, other mental conditions",RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,118,0,0.3549
I00699,45,"Psychotic disorders, other mental conditions",RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,97,0,0.2455
I00699,45,"Psychotic disorders, other mental conditions",RBK,WALSALL HEALTHCARE NHS TRUST,26,0,0.0701
I00699,45,"Psychotic disorders, other mental conditions",RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,35,0,0.1214
I00699,45,"Psychotic disorders, other mental conditions",RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,44,*,0.1801
I00699,45,"Psychotic disorders, other mental conditions",RGR,WEST SUFFOLK NHS FOUNDATION TRUST,31,*,0.1368
I00699,45,"Psychotic disorders, other mental conditions",RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,112,0,0.2911
I00699,45,"Psychotic disorders, other mental conditions",RA3,WESTON AREA HEALTH NHS TRUST,8,0,0.0253
I00699,45,"Psychotic disorders, other mental conditions",RKE,WHITTINGTON HEALTH NHS TRUST,30,0,0.1252
I00699,45,"Psychotic disorders, other mental conditions",RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,58,*,0.151
I00699,45,"Psychotic disorders, other mental conditions",RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,45,0,0.1914
I00699,45,"Psychotic disorders, other mental conditions",RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",77,*,0.2454
I00699,45,"Psychotic disorders, other mental conditions",RLQ,WYE VALLEY NHS TRUST,27,0,0.0106
I00699,45,"Psychotic disorders, other mental conditions",RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,67,0,0.101
I00699,45,"Psychotic disorders, other mental conditions",RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,46,0,0.2301
I00699,46,Central nervous system infections,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,81,*,3.633
I00699,46,Central nervous system infections,RCF,AIREDALE NHS FOUNDATION TRUST,35,*,2.2079
I00699,46,Central nervous system infections,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,55,*,2.6625
I00699,46,Central nervous system infections,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",111,*,5.7924
I00699,46,Central nervous system infections,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,56,*,1.9095
I00699,46,Central nervous system infections,R1H,BARTS HEALTH NHS TRUST,170,*,4.6512
I00699,46,Central nervous system infections,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,72,*,3.0097
I00699,46,Central nervous system infections,RC1,BEDFORD HOSPITAL NHS TRUST,49,*,1.6123
I00699,46,Central nervous system infections,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,80,*,3.5645
I00699,46,Central nervous system infections,RMC,BOLTON NHS FOUNDATION TRUST,81,*,2.5923
I00699,46,Central nervous system infections,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,90,*,1.9142
I00699,46,Central nervous system infections,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,141,*,5.4725
I00699,46,Central nervous system infections,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,80,*,2.1483
I00699,46,Central nervous system infections,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,78,*,3.0121
I00699,46,Central nervous system infections,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,198,9,7.5285
I00699,46,Central nervous system infections,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,98,*,2.558
I00699,46,Central nervous system infections,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,50,*,1.3082
I00699,46,Central nervous system infections,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,51,*,1.235
I00699,46,Central nervous system infections,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,50,*,3.1622
I00699,46,Central nervous system infections,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,67,*,3.7678
I00699,46,Central nervous system infections,RJ6,CROYDON HEALTH SERVICES NHS TRUST,50,0,1.2624
I00699,46,Central nervous system infections,RN7,DARTFORD AND GRAVESHAM NHS TRUST,128,*,1.9732
I00699,46,Central nervous system infections,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,89,*,3.8372
I00699,46,Central nervous system infections,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,26,*,1.0805
I00699,46,Central nervous system infections,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,79,*,2.8938
I00699,46,Central nervous system infections,RJN,EAST CHESHIRE NHS TRUST,39,*,1.0436
I00699,46,Central nervous system infections,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,98,8,5.7964
I00699,46,Central nervous system infections,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,90,*,4.6018
I00699,46,Central nervous system infections,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,156,9,6.5391
I00699,46,Central nervous system infections,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,85,*,5.112
I00699,46,Central nervous system infections,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,73,0,3.3511
I00699,46,Central nervous system infections,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,137,*,5.9436
I00699,46,Central nervous system infections,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,39,*,1.8146
I00699,46,Central nervous system infections,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,28,*,1.7032
I00699,46,Central nervous system infections,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,124,*,4.8455
I00699,46,Central nervous system infections,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,70,*,3.6929
I00699,46,Central nervous system infections,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,117,*,3.2562
I00699,46,Central nervous system infections,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,97,*,3.9321
I00699,46,Central nervous system infections,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,45,*,1.0965
I00699,46,Central nervous system infections,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,47,0,0.95
I00699,46,Central nervous system infections,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,132,10,5.5076
I00699,46,Central nervous system infections,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,152,*,6.4117
I00699,46,Central nervous system infections,R1F,ISLE OF WIGHT NHS TRUST,24,*,0.9371
I00699,46,Central nervous system infections,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,35,*,1.7496
I00699,46,Central nervous system infections,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,45,*,1.4036
I00699,46,Central nervous system infections,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,228,9,10.3689
I00699,46,Central nervous system infections,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,72,*,1.3988
I00699,46,Central nervous system infections,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,146,11,5.4653
I00699,46,Central nervous system infections,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,206,8,5.9706
I00699,46,Central nervous system infections,RJ2,LEWISHAM AND GREENWICH NHS TRUST,100,*,3.9988
I00699,46,Central nervous system infections,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,101,*,3.5033
I00699,46,Central nervous system infections,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,71,*,2.9713
I00699,46,Central nervous system infections,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,88,*,3.9777
I00699,46,Central nervous system infections,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,183,*,4.0532
I00699,46,Central nervous system infections,RPA,MEDWAY NHS FOUNDATION TRUST,60,*,2.0077
I00699,46,Central nervous system infections,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,36,0,1.9852
I00699,46,Central nervous system infections,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,57,*,1.8482
I00699,46,Central nervous system infections,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,124,6,4.6515
I00699,46,Central nervous system infections,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,46,0,1.9328
I00699,46,Central nervous system infections,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,103,6,3.8855
I00699,46,Central nervous system infections,RVJ,NORTH BRISTOL NHS TRUST,120,*,5.6216
I00699,46,Central nervous system infections,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,80,*,2.2181
I00699,46,Central nervous system infections,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,41,*,1.092
I00699,46,Central nervous system infections,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,95,*,5.4089
I00699,46,Central nervous system infections,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,78,7,4.3965
I00699,46,Central nervous system infections,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,71,*,3.4628
I00699,46,Central nervous system infections,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,32,*,2.0608
I00699,46,Central nervous system infections,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,65,6,4.3292
I00699,46,Central nervous system infections,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,66,*,3.2083
I00699,46,Central nervous system infections,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,170,*,6.7941
I00699,46,Central nervous system infections,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,246,8,9.7921
I00699,46,Central nervous system infections,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,127,*,5.0087
I00699,46,Central nervous system infections,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,66,*,1.8758
I00699,46,Central nervous system infections,RHU,PORTSMOUTH HOSPITALS NHS TRUST,96,8,4.6817
I00699,46,Central nervous system infections,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,76,*,3.0215
I00699,46,Central nervous system infections,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,93,*,2.4869
I00699,46,Central nervous system infections,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,75,*,3.701
I00699,46,Central nervous system infections,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,105,*,2.8175
I00699,46,Central nervous system infections,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,67,*,4.9076
I00699,46,Central nervous system infections,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,47,0,1.0991
I00699,46,Central nervous system infections,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,64,0,1.587
I00699,46,Central nervous system infections,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,176,6,7.6136
I00699,46,Central nervous system infections,RNZ,SALISBURY NHS FOUNDATION TRUST,49,0,3.1976
I00699,46,Central nervous system infections,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,55,*,2.038
I00699,46,Central nervous system infections,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,129,9,5.921
I00699,46,Central nervous system infections,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,65,6,4.9879
I00699,46,Central nervous system infections,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,97,*,3.9399
I00699,46,Central nervous system infections,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,122,10,6.0466
I00699,46,Central nervous system infections,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,21,0,0.596
I00699,46,Central nervous system infections,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,47,*,3.9596
I00699,46,Central nervous system infections,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,76,*,1.8662
I00699,46,Central nervous system infections,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,47,*,2.4005
I00699,46,Central nervous system infections,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,165,*,5.5963
I00699,46,Central nervous system infections,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,91,*,4.7673
I00699,46,Central nervous system infections,RWJ,STOCKPORT NHS FOUNDATION TRUST,88,*,4.1243
I00699,46,Central nervous system infections,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,68,*,2.2654
I00699,46,Central nervous system infections,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,48,*,1.6367
I00699,46,Central nervous system infections,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,78,*,2.9596
I00699,46,Central nervous system infections,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,81,10,6.1793
I00699,46,Central nervous system infections,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,47,*,1.8974
I00699,46,Central nervous system infections,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,139,8,4.4939
I00699,46,Central nervous system infections,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,57,*,2.8143
I00699,46,Central nervous system infections,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",52,*,1.1087
I00699,46,Central nervous system infections,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,46,*,3.0109
I00699,46,Central nervous system infections,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,42,*,3.2866
I00699,46,Central nervous system infections,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,90,*,4.9545
I00699,46,Central nervous system infections,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,47,*,2.1414
I00699,46,Central nervous system infections,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,72,*,3.0336
I00699,46,Central nervous system infections,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,228,7,7.1308
I00699,46,Central nervous system infections,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,194,8,9.6
I00699,46,Central nervous system infections,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,295,9,9.7269
I00699,46,Central nervous system infections,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,113,*,1.43
I00699,46,Central nervous system infections,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,131,8,5.8333
I00699,46,Central nervous system infections,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,148,8,4.9013
I00699,46,Central nervous system infections,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,152,*,4.8695
I00699,46,Central nervous system infections,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,59,*,3.6289
I00699,46,Central nervous system infections,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,165,11,8.6995
I00699,46,Central nervous system infections,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,107,*,4.4343
I00699,46,Central nervous system infections,RBK,WALSALL HEALTHCARE NHS TRUST,51,0,1.0071
I00699,46,Central nervous system infections,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,53,*,2.4653
I00699,46,Central nervous system infections,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,82,*,2.7077
I00699,46,Central nervous system infections,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,40,*,2.7874
I00699,46,Central nervous system infections,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,78,*,3.7115
I00699,46,Central nervous system infections,RA3,WESTON AREA HEALTH NHS TRUST,28,*,0.4795
I00699,46,Central nervous system infections,RKE,WHITTINGTON HEALTH NHS TRUST,39,0,0.8172
I00699,46,Central nervous system infections,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,67,*,3.4439
I00699,46,Central nervous system infections,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,116,9,5.2812
I00699,46,Central nervous system infections,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",59,*,3.0981
I00699,46,Central nervous system infections,RLQ,WYE VALLEY NHS TRUST,21,*,0.9483
I00699,46,Central nervous system infections,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,26,0,1.6189
I00699,46,Central nervous system infections,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,88,*,3.4876
I00699,47,Parkinson's disease,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,32,*,2.7529
I00699,47,Parkinson's disease,RCF,AIREDALE NHS FOUNDATION TRUST,27,*,2.3263
I00699,47,Parkinson's disease,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,26,0,2.3524
I00699,47,Parkinson's disease,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",73,*,5.4497
I00699,47,Parkinson's disease,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,21,*,2.0602
I00699,47,Parkinson's disease,R1H,BARTS HEALTH NHS TRUST,30,*,1.9558
I00699,47,Parkinson's disease,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,32,8,3.0609
I00699,47,Parkinson's disease,RC1,BEDFORD HOSPITAL NHS TRUST,13,0,1.0595
I00699,47,Parkinson's disease,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,38,*,3.5413
I00699,47,Parkinson's disease,RMC,BOLTON NHS FOUNDATION TRUST,49,*,3.4811
I00699,47,Parkinson's disease,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,19,0,1.3706
I00699,47,Parkinson's disease,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,45,*,3.5864
I00699,47,Parkinson's disease,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,26,*,2.3484
I00699,47,Parkinson's disease,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,36,*,2.8931
I00699,47,Parkinson's disease,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,65,*,3.0245
I00699,47,Parkinson's disease,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,24,*,2.3702
I00699,47,Parkinson's disease,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,24,*,2.1925
I00699,47,Parkinson's disease,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,23,0,1.8289
I00699,47,Parkinson's disease,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,14,*,1.2331
I00699,47,Parkinson's disease,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,30,0,2.8652
I00699,47,Parkinson's disease,RJ6,CROYDON HEALTH SERVICES NHS TRUST,18,*,2.0745
I00699,47,Parkinson's disease,RN7,DARTFORD AND GRAVESHAM NHS TRUST,20,0,1.4549
I00699,47,Parkinson's disease,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,46,*,3.9752
I00699,47,Parkinson's disease,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,9,*,1.0921
I00699,47,Parkinson's disease,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,62,12,6.7538
I00699,47,Parkinson's disease,RJN,EAST CHESHIRE NHS TRUST,14,0,1.074
I00699,47,Parkinson's disease,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,34,*,2.8967
I00699,47,Parkinson's disease,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,34,9,3.4706
I00699,47,Parkinson's disease,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,138,21,16.3204
I00699,47,Parkinson's disease,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,43,*,3.6472
I00699,47,Parkinson's disease,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,32,*,2.5971
I00699,47,Parkinson's disease,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,49,7,4.6807
I00699,47,Parkinson's disease,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,25,*,2.3273
I00699,47,Parkinson's disease,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,13,*,1.2295
I00699,47,Parkinson's disease,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,38,*,3.1524
I00699,47,Parkinson's disease,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,35,*,2.965
I00699,47,Parkinson's disease,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,28,0,2.6011
I00699,47,Parkinson's disease,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,32,7,3.0092
I00699,47,Parkinson's disease,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,39,*,2.8452
I00699,47,Parkinson's disease,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,14,0,0.9162
I00699,47,Parkinson's disease,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,60,*,5.1765
